timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-02-21T22:35:28,whisper,2d7e0841-0323-442c-8548-690c864c7929,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,106.7872835509479,5.029085365836905e-05,4.7094421719581835e-07,360.0,71.15407936606728,10.0,0.01067665030537173,0.0017995275507303177,0.0002965727134167941,0.01277275056951884,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
