step,phase,gpu_util,cpu_util,gpu_mem_gb,cpu_mem_gb,ram_gb,io_read_gb,io_write_gb
383,backward,74,107.4,1.781334016,4.75076608,16.372441088,1.49004288,0.0
383,optimizer,74,0.0,1.781334016,4.75076608,16.372441088,1.49004288,0.0
384,forward,74,209.5,1.781334016,4.751998976,16.372441088,1.493876736,0.0
384,backward,74,105.1,1.781334016,4.751998976,16.372637696,1.493876736,0.0
384,optimizer,74,0.0,1.781334016,4.751998976,16.372637696,1.493876736,0.0
385,forward,74,184.7,1.781334016,4.752297984,16.373383168,1.497710592,0.0
385,backward,74,106.8,1.781334016,4.752297984,16.373579776,1.497710592,0.0
385,optimizer,74,0.0,1.781334016,4.752297984,16.373579776,1.497710592,0.0
386,forward,74,221.3,1.781334016,4.751654912,16.373579776,1.501544448,0.0
386,backward,73,104.2,1.781334016,4.751654912,16.373579776,1.501544448,0.0
386,optimizer,73,0.0,1.781334016,4.751654912,16.373579776,1.501544448,0.0
387,forward,73,198.9,1.781334016,4.7515648,16.373579776,1.505378304,0.0
387,backward,73,106.2,1.781334016,4.7515648,16.373579776,1.505378304,0.0
387,optimizer,73,0.0,1.781334016,4.7515648,16.373579776,1.505378304,0.0
388,forward,73,217.8,1.781334016,4.750798848,16.37351424,1.50921216,0.0
388,backward,73,105.9,1.781334016,4.750798848,16.37351424,1.50921216,0.0
388,optimizer,73,0.0,1.781334016,4.750798848,16.37351424,1.50921216,0.0
389,forward,74,204.2,1.781334016,4.75123712,16.374030336,1.513013248,0.0
389,backward,74,79.9,1.781334016,4.75123712,16.373997568,1.513013248,0.0
389,optimizer,74,0.0,1.781334016,4.75123712,16.373997568,1.513013248,0.0
390,forward,74,199.6,1.781334016,4.751450112,16.373997568,1.516847104,0.0
390,backward,74,104.8,1.781334016,4.751450112,16.373997568,1.516847104,0.0
390,optimizer,74,0.0,1.781334016,4.751450112,16.373997568,1.516847104,0.0
391,forward,74,188.2,1.781334016,4.751753216,16.373997568,1.52068096,0.0
391,backward,74,105.6,1.781334016,4.751753216,16.373997568,1.52068096,0.0
391,optimizer,74,0.0,1.781334016,4.751753216,16.373997568,1.52068096,0.0
392,forward,80,221.1,1.781334016,4.750368768,16.373997568,1.524482048,0.0
392,backward,80,107.4,1.781334016,4.750368768,16.37373952,1.524482048,0.0
392,optimizer,80,0.0,1.781334016,4.750368768,16.37373952,1.524535296,0.0
393,forward,80,190.9,1.781334016,4.750106624,16.37373952,1.528373248,0.0
393,backward,80,105.0,1.781334016,4.750106624,16.373481472,1.528373248,0.0
393,optimizer,80,0.0,1.781334016,4.750106624,16.373481472,1.528373248,0.0
394,forward,80,160.3,1.781334016,4.750573568,16.373481472,1.53219072,0.0
394,backward,75,80.3,1.781334016,4.750573568,16.373223424,1.53219072,0.0
394,optimizer,75,545.8,1.781334016,4.750573568,16.373223424,1.53219072,0.0
395,forward,75,195.6,1.781334016,4.751241216,16.372707328,1.536008192,0.0
395,backward,75,79.8,1.781334016,4.751241216,16.372707328,1.536008192,0.0
395,optimizer,75,536.7,1.781334016,4.751241216,16.372707328,1.536008192,0.0
396,forward,75,190.3,1.781334016,4.751368192,16.372707328,1.5396864,0.0
396,backward,75,106.2,1.781334016,4.751368192,16.372707328,1.5396864,0.0
396,optimizer,75,0.0,1.781334016,4.751368192,16.372707328,1.5396864,0.0
397,forward,75,214.4,1.781334016,4.75031552,16.372707328,1.54353664,0.0
397,backward,71,107.3,1.781334016,4.75031552,16.37244928,1.54353664,0.0
397,optimizer,71,0.0,1.781334016,4.75031552,16.37244928,1.54353664,0.0
398,forward,71,197.7,1.781334016,4.749930496,16.37244928,1.547337728,0.0
398,backward,71,105.0,1.781334016,4.749930496,16.37244928,1.547337728,0.0
398,optimizer,71,0.0,1.781334016,4.749930496,16.37244928,1.547337728,0.0
399,forward,71,195.5,1.781334016,4.75060224,16.372645888,1.551118336,0.0
399,backward,71,107.1,1.781334016,4.75060224,16.372645888,1.551118336,0.0
399,optimizer,71,0.0,1.781334016,4.75060224,16.372645888,1.551118336,0.0
400,forward,71,166.3,1.781334016,4.751286272,16.372645888,1.55492352,0.0
400,backward,74,104.3,1.781334016,4.751286272,16.372645888,1.55492352,0.0
400,optimizer,74,0.0,1.781334016,4.751286272,16.372645888,1.55492352,0.0
401,forward,74,215.4,1.781334016,4.751179776,16.372645888,1.558642688,0.0
401,backward,74,79.9,1.781334016,4.751179776,16.37261312,1.558642688,0.0
401,optimizer,74,0.0,1.781334016,4.751179776,16.37261312,1.558642688,0.0
402,forward,74,183.2,1.781334016,4.751138816,16.37261312,1.562374144,0.0
402,backward,74,106.2,1.781334016,4.751138816,16.37261312,1.562374144,0.0
402,optimizer,74,0.0,1.781334016,4.751138816,16.37261312,1.562374144,0.0
403,forward,74,188.8,1.781334016,4.75078656,16.37261312,1.566162944,0.0
403,backward,74,132.1,1.781334016,4.75078656,16.37261312,1.566162944,0.0
403,optimizer,74,0.0,1.781334016,4.75078656,16.37261312,1.566195712,0.0
404,forward,74,200.2,1.781334016,4.751519744,16.37261312,1.570062336,0.0
404,backward,74,106.7,1.781334016,4.751519744,16.37261312,1.570062336,0.0
404,optimizer,74,0.0,1.781334016,4.751519744,16.37261312,1.570062336,0.0
405,forward,74,180.3,1.781334016,4.750077952,16.37261312,1.57380608,0.0
405,backward,76,107.1,1.781334016,4.750077952,16.37261312,1.57380608,0.0
405,optimizer,76,0.0,1.781334016,4.750077952,16.37261312,1.573830656,0.0
406,forward,76,193.6,1.781334016,4.750856192,16.37261312,1.577644032,0.0
406,backward,76,103.5,1.781334016,4.750856192,16.37261312,1.577644032,0.0
406,optimizer,76,0.0,1.781334016,4.750856192,16.37261312,1.577644032,0.0
407,forward,76,201.9,1.781334016,4.751253504,16.37261312,1.581432832,0.0
407,backward,76,104.6,1.781334016,4.751253504,16.37261312,1.581432832,0.0
407,optimizer,76,0.0,1.781334016,4.751253504,16.37261312,1.581432832,0.0
408,forward,76,182.9,1.781334016,4.750327808,16.37261312,1.585201152,0.0
408,backward,68,132.2,1.781334016,4.750327808,16.37261312,1.585201152,0.0
408,optimizer,68,0.0,1.781334016,4.750327808,16.37261312,1.585201152,0.0
409,forward,68,217.3,1.781334016,4.74947584,16.372580352,1.589010432,0.0
409,backward,68,80.2,1.781334016,4.74947584,16.372580352,1.589010432,0.0
409,optimizer,68,0.0,1.781334016,4.74947584,16.372580352,1.589010432,0.0
410,forward,68,168.4,1.781334016,4.750848,16.372580352,1.592803328,0.0
410,backward,68,79.4,1.781334016,4.750848,16.372580352,1.592803328,0.0
410,optimizer,68,543.0,1.781334016,4.750848,16.372580352,1.592803328,0.0
411,forward,73,209.3,1.781334016,4.750393344,16.373096448,1.596612608,0.0
411,backward,73,80.7,1.781334016,4.750393344,16.373096448,1.596612608,0.0
411,optimizer,73,543.7,1.781334016,4.750393344,16.373096448,1.596612608,0.0
412,forward,73,217.7,1.781334016,4.750041088,16.373096448,1.600270336,0.0
412,backward,73,77.6,1.781334016,4.750041088,16.373096448,1.600270336,0.0
412,optimizer,73,535.1,1.781334016,4.750041088,16.373096448,1.600270336,0.0
413,forward,73,195.9,1.781334016,4.750774272,16.373096448,1.604194304,0.0
413,backward,73,106.0,1.781334016,4.750774272,16.373096448,1.604194304,0.0
413,optimizer,73,0.0,1.781334016,4.750774272,16.373096448,1.604194304,0.0
414,forward,77,191.8,1.781334016,4.751732736,16.373096448,1.607880704,0.0
414,backward,77,107.1,1.781334016,4.751732736,16.373096448,1.607880704,0.0
414,optimizer,77,0.0,1.781334016,4.751732736,16.373096448,1.607880704,0.0
415,forward,77,160.6,1.781334016,4.751740928,16.373096448,1.611624448,0.0
415,backward,77,104.6,1.781334016,4.751740928,16.373096448,1.611624448,0.0
415,optimizer,77,0.0,1.781334016,4.751740928,16.373096448,1.611649024,0.0
416,forward,77,218.3,1.781334016,4.751581184,16.373035008,1.61548288,0.0
416,backward,75,106.2,1.781334016,4.751581184,16.37277696,1.61548288,0.0
416,optimizer,75,0.0,1.781334016,4.751581184,16.37277696,1.61548288,0.0
417,forward,75,202.5,1.781334016,4.750503936,16.372744192,1.6192512,0.0
417,backward,75,107.3,1.781334016,4.750503936,16.372711424,1.6192512,0.0
417,optimizer,75,0.0,1.781334016,4.750503936,16.372711424,1.6192512,0.0
418,forward,75,161.9,1.781334016,4.749594624,16.372969472,1.623052288,0.0
418,backward,75,108.3,1.781334016,4.749594624,16.372969472,1.623052288,0.0
418,optimizer,75,0.0,1.781334016,4.749594624,16.372969472,1.62308096,0.0
419,forward,75,202.6,1.781334016,4.751085568,16.372969472,1.626939392,0.0
419,backward,63,78.3,1.781334016,4.751085568,16.372969472,1.626939392,0.0
419,optimizer,63,547.0,1.781334016,4.751085568,16.372969472,1.626939392,0.0
420,forward,63,210.4,1.781334016,4.750577664,16.372969472,1.630580736,0.0
420,backward,63,79.2,1.781334016,4.750577664,16.372969472,1.630580736,0.0
420,optimizer,63,543.0,1.781334016,4.750577664,16.372969472,1.630580736,0.0
421,forward,63,163.7,1.781334016,4.752150528,16.372969472,1.634373632,0.0
421,backward,63,107.0,1.781334016,4.752150528,16.372969472,1.634373632,0.0
421,optimizer,63,0.0,1.781334016,4.752150528,16.372969472,1.634373632,0.0
422,forward,76,185.3,1.781334016,4.751200256,16.372969472,1.638182912,0.0
422,backward,76,104.6,1.781334016,4.751200256,16.372936704,1.638182912,0.0
422,optimizer,76,0.0,1.781334016,4.751200256,16.372936704,1.638182912,0.0
423,forward,76,209.5,1.781334016,4.750385152,16.373133312,1.642057728,0.0
423,backward,76,106.6,1.781334016,4.750385152,16.373133312,1.642057728,0.0
423,optimizer,76,0.0,1.781334016,4.750385152,16.373133312,1.642057728,0.0
424,forward,76,190.8,1.781334016,4.750209024,16.373133312,1.645903872,0.0
424,backward,76,105.3,1.781334016,4.750278656,16.372875264,1.645903872,0.0
424,optimizer,76,0.0,1.781334016,4.750278656,16.372875264,1.645903872,0.0
425,forward,78,197.1,1.781334016,4.751024128,16.372875264,1.649709056,0.0
425,backward,78,105.9,1.781334016,4.751024128,16.372875264,1.649709056,0.0
425,optimizer,78,0.0,1.781334016,4.751024128,16.372875264,1.649709056,0.0
426,forward,78,209.1,1.781334016,4.75004928,16.372875264,1.65357568,0.0
426,backward,78,80.7,1.781334016,4.75004928,16.372875264,1.65357568,0.0
426,optimizer,78,0.0,1.781334016,4.75004928,16.372875264,1.65357568,0.0
427,forward,78,200.5,1.781334016,4.749156352,16.372875264,1.657327616,0.0
427,backward,72,104.4,1.781334016,4.749156352,16.373071872,1.657327616,0.0
427,optimizer,72,0.0,1.781334016,4.749156352,16.373071872,1.657344,0.0
428,forward,72,233.3,1.781334016,4.749754368,16.373071872,1.661218816,0.0
428,backward,72,105.9,1.781334016,4.749754368,16.372813824,1.661218816,0.0
428,optimizer,72,0.0,1.781334016,4.749754368,16.372813824,1.661218816,0.0
429,forward,72,193.3,1.781334016,4.750471168,16.372813824,1.664999424,0.0
429,backward,72,105.7,1.781334016,4.750471168,16.372813824,1.664999424,0.0
429,optimizer,72,0.0,1.781334016,4.750471168,16.372813824,1.664999424,0.0
430,forward,72,200.2,1.781334016,4.751335424,16.372555776,1.668804608,0.0
430,backward,72,79.5,1.781334016,4.751335424,16.372555776,1.668804608,0.0
430,optimizer,72,439.6,1.781334016,4.751335424,16.372555776,1.668849664,0.0
431,forward,72,195.5,1.781334016,4.750733312,16.372813824,1.672671232,0.0
431,backward,72,80.2,1.781334016,4.750733312,16.372813824,1.672671232,0.0
431,optimizer,72,0.0,1.781334016,4.750733312,16.372813824,1.672695808,0.0
432,forward,72,204.5,1.781334016,4.750442496,16.372813824,1.676419072,0.0
432,backward,72,107.6,1.781334016,4.750442496,16.37326848,1.676419072,0.0
432,optimizer,72,0.0,1.781334016,4.750442496,16.37326848,1.676419072,0.0
433,forward,71,212.3,1.781334016,4.749778944,16.37326848,1.680244736,0.0
433,backward,71,78.2,1.781334016,4.749778944,16.37326848,1.680244736,0.0
433,optimizer,71,543.8,1.781334016,4.749778944,16.37326848,1.680244736,0.0
434,forward,71,195.6,1.781334016,4.750778368,16.37326848,1.684074496,0.0
434,backward,71,105.2,1.781334016,4.750778368,16.37326848,1.684074496,0.0
434,optimizer,71,0.0,1.781334016,4.750778368,16.37326848,1.684074496,0.0
435,forward,71,196.4,1.781334016,4.750966784,16.37326848,1.687949312,0.0
435,backward,75,105.7,1.781334016,4.750966784,16.373235712,1.687949312,0.0
435,optimizer,75,0.0,1.781334016,4.750966784,16.373235712,1.687949312,0.0
436,forward,75,180.4,1.781334016,4.75092992,16.373235712,1.691664384,0.0
436,backward,75,106.1,1.781334016,4.75092992,16.372977664,1.691664384,0.0
436,optimizer,75,0.0,1.781334016,4.75092992,16.372977664,1.691664384,0.0
437,forward,75,204.3,1.781334016,4.75027456,16.372977664,1.695485952,0.0
437,backward,75,105.4,1.781334016,4.75027456,16.372719616,1.695485952,0.0
437,optimizer,75,0.0,1.781334016,4.75027456,16.372719616,1.695502336,0.0
438,forward,61,213.7,1.781334016,4.749545472,16.372686848,1.699328,0.0
438,backward,61,106.5,1.781334016,4.749545472,16.37269504,1.699328,0.0
438,optimizer,61,0.0,1.781334016,4.749545472,16.37269504,1.699328,0.0
439,forward,61,195.7,1.781334016,4.750409728,16.37269504,1.703112704,0.0
439,backward,61,103.3,1.781334016,4.750409728,16.372436992,1.703112704,0.0
439,optimizer,61,0.0,1.781334016,4.750409728,16.372436992,1.703112704,0.0
440,forward,61,184.1,1.781334016,4.749860864,16.372436992,1.706811392,0.0
440,backward,61,105.7,1.781334016,4.749860864,16.372436992,1.706811392,0.0
440,optimizer,61,0.0,1.781334016,4.749860864,16.372436992,1.706811392,0.0
441,forward,78,168.2,1.781334016,4.750454784,16.372436992,1.71053056,0.0
441,backward,78,105.6,1.781334016,4.750454784,16.372436992,1.71053056,0.0
441,optimizer,78,0.0,1.781334016,4.750454784,16.372436992,1.71053056,0.0
442,forward,78,214.4,1.781334016,4.750503936,16.372436992,1.714270208,0.0
442,backward,78,105.4,1.781334016,4.750503936,16.372436992,1.714270208,0.0
442,optimizer,78,0.0,1.781334016,4.750741504,16.372436992,1.714270208,0.0
443,forward,78,207.3,1.781334016,4.749733888,16.372641792,1.718104064,0.0
443,backward,78,106.6,1.781334016,4.749733888,16.372641792,1.718104064,0.0
443,optimizer,76,0.0,1.781334016,4.749733888,16.372641792,1.718104064,0.0
444,forward,76,195.1,1.781334016,4.751425536,16.372641792,1.721909248,0.0
444,backward,76,78.3,1.781334016,4.751425536,16.37289984,1.721909248,0.0
444,optimizer,76,465.4,1.781334016,4.751425536,16.37289984,1.721942016,0.0
445,forward,76,203.8,1.781334016,4.750147584,16.37289984,1.72580864,0.0
445,backward,76,107.9,1.781334016,4.750147584,16.37289984,1.72580864,0.0
445,optimizer,76,0.0,1.781334016,4.750147584,16.37289984,1.72580864,0.0
446,forward,76,190.6,1.781334016,4.750188544,16.37289984,1.729536,0.0
446,backward,71,81.0,1.781334016,4.750188544,16.373157888,1.729536,0.0
446,optimizer,71,0.0,1.781334016,4.750188544,16.373157888,1.729536,0.0
447,forward,71,196.3,1.781334016,4.750618624,16.373157888,1.733308416,0.0
447,backward,71,106.4,1.781334016,4.750618624,16.373157888,1.733308416,0.0
447,optimizer,71,0.0,1.781334016,4.750618624,16.373157888,1.733308416,0.0
448,forward,71,238.8,1.781334016,4.750159872,16.372641792,1.73703168,0.0
448,backward,71,107.3,1.781334016,4.750159872,16.3728384,1.73703168,0.0
448,optimizer,71,0.0,1.781334016,4.750159872,16.3728384,1.737064448,0.0
449,forward,71,186.8,1.781334016,4.750712832,16.3728384,1.740845056,0.0
449,backward,71,107.9,1.781334016,4.750712832,16.3728384,1.740845056,0.0
449,optimizer,71,0.0,1.781334016,4.750712832,16.3728384,1.740845056,0.0
450,forward,71,185.0,1.781334016,4.749778944,16.3728384,1.744674816,0.0
450,backward,71,106.0,1.781334016,4.749778944,16.372805632,1.744674816,0.0
450,optimizer,71,0.0,1.781334016,4.749778944,16.372805632,1.744674816,0.0
451,forward,71,203.1,1.781334016,4.75082752,16.37306368,1.74839808,0.0
451,backward,71,107.9,1.781334016,4.75082752,16.373321728,1.74839808,0.0
451,optimizer,71,0.0,1.781334016,4.75082752,16.373321728,1.74839808,0.0
452,forward,75,217.6,1.781334016,4.749316096,16.373321728,1.752215552,0.0
452,backward,75,105.4,1.781334016,4.749316096,16.373321728,1.752215552,0.0
452,optimizer,75,0.0,1.781334016,4.749316096,16.373321728,1.752215552,0.0
453,forward,75,199.4,1.781334016,4.75099136,16.373321728,1.756073984,0.0
453,backward,75,80.8,1.781334016,4.75099136,16.37328896,1.756073984,0.0
453,optimizer,75,539.7,1.781334016,4.75099136,16.37328896,1.756073984,0.0
454,forward,75,156.9,1.781334016,4.75049984,16.37328896,1.75982592,0.0
454,backward,75,104.8,1.781334016,4.75049984,16.373547008,1.75982592,0.0
454,optimizer,75,0.0,1.781334016,4.750729216,16.373547008,1.75982592,0.0
455,forward,79,188.4,1.781334016,4.751147008,16.374063104,1.76359424,0.0
455,backward,79,107.3,1.781334016,4.751147008,16.374063104,1.76359424,0.0
455,optimizer,79,0.0,1.781334016,4.751147008,16.374063104,1.76359424,0.0
456,forward,79,237.9,1.781334016,4.750639104,16.374063104,1.767460864,0.0
456,backward,79,80.4,1.781334016,4.750639104,16.373485568,1.767460864,0.0
456,optimizer,79,0.0,1.781334016,4.750639104,16.373485568,1.767460864,0.0
457,forward,79,188.0,1.781334016,4.750921728,16.373485568,1.771270144,0.0
457,backward,72,107.1,1.781334016,4.750921728,16.373485568,1.771270144,0.0
457,optimizer,72,0.0,1.781334016,4.750921728,16.373485568,1.771270144,0.0
458,forward,72,182.3,1.781334016,4.750778368,16.373485568,1.775149056,0.0
458,backward,72,107.7,1.781334016,4.750778368,16.373682176,1.775149056,0.0
458,optimizer,72,0.0,1.781334016,4.750778368,16.373682176,1.775149056,0.0
459,forward,72,198.5,1.781334016,4.74994688,16.373682176,1.778925568,0.0
459,backward,72,80.7,1.781334016,4.74994688,16.373682176,1.778925568,0.0
459,optimizer,72,0.0,1.781334016,4.74994688,16.373682176,1.778925568,0.0
460,forward,72,219.8,1.781334016,4.750098432,16.373682176,1.78274304,0.0
460,backward,65,80.1,1.781334016,4.750098432,16.373940224,1.78274304,0.0
460,optimizer,65,538.1,1.781334016,4.750098432,16.373940224,1.78274304,0.0
461,forward,65,193.4,1.781334016,4.75072512,16.373940224,1.786544128,0.0
461,backward,65,107.1,1.781334016,4.75072512,16.373940224,1.786544128,0.0
461,optimizer,65,0.0,1.781334016,4.75072512,16.373940224,1.786544128,0.0
462,forward,65,176.7,1.781334016,4.750290944,16.373940224,1.790332928,0.0
462,backward,65,108.1,1.781334016,4.750290944,16.373682176,1.790332928,0.0
462,optimizer,65,0.0,1.781334016,4.750290944,16.373682176,1.790332928,0.0
463,forward,75,214.2,1.781334016,4.74994688,16.373682176,1.794146304,0.0
463,backward,75,104.8,1.781334016,4.74994688,16.373682176,1.794146304,0.0
463,optimizer,75,0.0,1.781334016,4.74994688,16.373682176,1.794146304,0.0
464,forward,75,209.9,1.781334016,4.74871808,16.37316608,1.797963776,0.0
464,backward,75,106.6,1.781334016,4.74871808,16.373424128,1.797963776,0.0
464,optimizer,75,0.0,1.781334016,4.74871808,16.373424128,1.797963776,0.0
465,forward,75,163.6,1.781334016,4.749381632,16.373682176,1.801760768,0.0
465,backward,75,106.9,1.781334016,4.749381632,16.373940224,1.801760768,0.0
465,optimizer,75,0.0,1.781334016,4.749381632,16.373940224,1.801760768,0.0
466,forward,76,229.5,1.781334016,4.749897728,16.373940224,1.805565952,0.0
466,backward,76,80.0,1.781334016,4.749897728,16.373940224,1.805565952,0.0
466,optimizer,76,0.0,1.781334016,4.749897728,16.373940224,1.805565952,0.0
467,forward,76,157.4,1.781334016,4.749697024,16.373940224,1.809383424,0.0
467,backward,76,108.1,1.781334016,4.749697024,16.373940224,1.809383424,0.0
467,optimizer,76,0.0,1.781334016,4.749697024,16.373940224,1.809383424,0.0
468,forward,76,197.1,1.781334016,4.749422592,16.373940224,1.81317632,0.0
468,backward,74,79.0,1.781334016,4.749422592,16.373907456,1.81317632,0.0
468,optimizer,74,542.4,1.781334016,4.749422592,16.373907456,1.81317632,0.0
469,forward,74,212.3,1.781334016,4.748611584,16.374104064,1.816907776,0.0
469,backward,74,106.9,1.781334016,4.748611584,16.374104064,1.816907776,0.0
469,optimizer,74,0.0,1.781334016,4.748611584,16.374104064,1.816907776,0.0
470,forward,74,198.8,1.781334016,4.749553664,16.374104064,1.82075392,0.0
470,backward,74,106.5,1.781334016,4.749553664,16.374300672,1.82075392,0.0
470,optimizer,74,0.0,1.781334016,4.749553664,16.374300672,1.82075392,0.0
471,forward,74,191.9,1.781334016,4.749705216,16.374300672,1.824559104,0.0
471,backward,71,80.4,1.781334016,4.749705216,16.374300672,1.824559104,0.0
471,optimizer,71,547.5,1.781334016,4.749705216,16.374300672,1.824559104,0.0
472,forward,71,184.8,1.781334016,4.75031552,16.374300672,1.828343808,0.0
472,backward,71,108.1,1.781334016,4.75031552,16.374300672,1.828343808,0.0
472,optimizer,71,0.0,1.781334016,4.75031552,16.374300672,1.828343808,0.0
473,forward,71,198.9,1.781334016,4.750311424,16.374300672,1.832050688,0.0
473,backward,71,105.1,1.781334016,4.750311424,16.374300672,1.832050688,0.0
473,optimizer,71,0.0,1.781334016,4.750311424,16.374300672,1.832050688,0.0
474,forward,71,223.4,1.781334016,4.749819904,16.374300672,1.835839488,0.0
474,backward,71,79.3,1.781334016,4.749819904,16.37449728,1.835839488,0.0
474,optimizer,71,544.5,1.781334016,4.749819904,16.37449728,1.835839488,0.0
475,forward,71,179.7,1.781334016,4.74884096,16.37449728,1.839583232,0.0
475,backward,71,80.6,1.781334016,4.74884096,16.37449728,1.839583232,0.0
475,optimizer,71,546.0,1.781334016,4.74884096,16.37449728,1.839583232,0.0
476,forward,71,191.1,1.781334016,4.749152256,16.37449728,1.843351552,0.0
476,backward,71,104.6,1.781334016,4.749152256,16.37449728,1.843351552,0.0
476,optimizer,71,0.0,1.781334016,4.749152256,16.37449728,1.843351552,0.0
477,forward,78,215.3,1.781334016,4.749463552,16.37449728,1.847164928,0.0
477,backward,78,80.1,1.781334016,4.749463552,16.374239232,1.847164928,0.0
477,optimizer,78,0.0,1.781334016,4.749463552,16.374239232,1.847164928,0.0
478,forward,78,193.1,1.781334016,4.749500416,16.374239232,1.850916864,0.0
478,backward,78,107.0,1.781334016,4.749500416,16.374239232,1.850916864,0.0
478,optimizer,78,0.0,1.781334016,4.749500416,16.374239232,1.850916864,0.0
479,forward,78,213.9,1.781334016,4.749668352,16.374239232,1.854713856,0.0
479,backward,73,105.9,1.781334016,4.749668352,16.374239232,1.854713856,0.0
479,optimizer,73,0.0,1.781334016,4.749668352,16.374239232,1.854713856,0.0
480,forward,73,176.3,1.781334016,4.749180928,16.374239232,1.858596864,0.0
480,backward,73,133.9,1.781334016,4.749180928,16.374239232,1.858596864,0.0
480,optimizer,73,0.0,1.781334016,4.749406208,16.374239232,1.858596864,0.0
481,forward,73,193.2,1.781334016,4.75006976,16.374239232,1.8624512,0.0
481,backward,73,79.3,1.781334016,4.75006976,16.37449728,1.8624512,0.0
481,optimizer,73,369.3,1.781334016,4.749934592,16.37449728,1.86247168,0.0
482,forward,73,158.7,1.781334016,4.750057472,16.37449728,1.866272768,0.0
482,backward,71,106.9,1.781334016,4.750057472,16.374755328,1.866272768,0.0
482,optimizer,71,0.0,1.781334016,4.750057472,16.374755328,1.866272768,0.0
483,forward,71,185.1,1.781334016,4.749320192,16.374239232,1.870032896,0.0
483,backward,71,107.9,1.781334016,4.749320192,16.374464512,1.870032896,0.0
483,optimizer,71,0.0,1.781334016,4.749320192,16.374464512,1.870032896,0.0
484,forward,71,224.2,1.781334016,4.749737984,16.374464512,1.873813504,0.0
484,backward,71,79.9,1.781334016,4.749737984,16.374464512,1.873813504,0.0
484,optimizer,71,541.5,1.781334016,4.749737984,16.374464512,1.873813504,0.0
485,forward,71,150.4,1.781334016,4.749623296,16.374464512,1.877663744,0.0
485,backward,73,107.2,1.781334016,4.749623296,16.374464512,1.877663744,0.0
485,optimizer,73,0.0,1.781334016,4.749623296,16.374464512,1.877663744,0.0
486,forward,73,213.3,1.781334016,4.749111296,16.374341632,1.881554944,0.0
486,backward,73,105.9,1.781334016,4.749111296,16.37459968,1.881554944,0.0
486,optimizer,73,0.0,1.781334016,4.749111296,16.37459968,1.881554944,0.0
487,forward,73,192.6,1.781334016,4.74908672,16.37459968,1.885253632,0.0
487,backward,73,107.3,1.781334016,4.74908672,16.37459968,1.885253632,0.0
487,optimizer,73,0.0,1.781334016,4.74908672,16.37459968,1.885278208,0.0
488,forward,77,203.2,1.781334016,4.749746176,16.37459968,1.889050624,0.0
488,backward,77,107.9,1.781334016,4.749746176,16.374341632,1.889050624,0.0
488,optimizer,77,0.0,1.781334016,4.749746176,16.374341632,1.889050624,0.0
489,forward,77,186.0,1.781334016,4.749205504,16.374341632,1.892777984,0.0
489,backward,77,106.7,1.781334016,4.749205504,16.37459968,1.892777984,0.0
489,optimizer,77,0.0,1.781334016,4.749205504,16.37459968,1.892777984,0.0
490,forward,77,214.6,1.781334016,4.749103104,16.37459968,1.896574976,0.0
490,backward,71,104.8,1.781334016,4.749103104,16.374341632,1.896574976,0.0
490,optimizer,71,0.0,1.781334016,4.749103104,16.374341632,1.896574976,0.0
491,forward,71,214.5,1.781334016,4.749692928,16.374341632,1.900408832,0.0
491,backward,71,106.4,1.781334016,4.749692928,16.374341632,1.900408832,0.0
491,optimizer,71,0.0,1.781334016,4.749692928,16.374341632,1.900408832,0.0
492,forward,71,200.3,1.781334016,4.748914688,16.374280192,1.904238592,0.0
492,backward,71,108.4,1.781334016,4.748914688,16.374280192,1.904238592,0.0
492,optimizer,71,0.0,1.781334016,4.748914688,16.374280192,1.904238592,0.0
493,forward,71,202.1,1.781334016,4.747792384,16.374280192,1.908072448,0.0
493,backward,68,105.7,1.781334016,4.747792384,16.374280192,1.908072448,0.0
493,optimizer,68,0.0,1.781334016,4.747792384,16.374280192,1.908072448,0.0
494,forward,68,171.6,1.781334016,4.749369344,16.374280192,1.911730176,0.0
494,backward,68,107.2,1.781334016,4.749369344,16.374280192,1.911730176,0.0
494,optimizer,68,0.0,1.781334016,4.749369344,16.374280192,1.911730176,0.0
495,forward,68,227.2,1.781334016,4.749451264,16.374280192,1.915539456,0.0
495,backward,68,78.8,1.781334016,4.749451264,16.374022144,1.915539456,0.0
495,optimizer,68,475.5,1.781334016,4.749451264,16.374022144,1.91555584,0.0
496,forward,73,199.9,1.781334016,4.749275136,16.374022144,1.919373312,0.0
496,backward,73,105.9,1.781334016,4.749275136,16.374218752,1.919373312,0.0
496,optimizer,73,0.0,1.781334016,4.749275136,16.374218752,1.919373312,0.0
497,forward,73,184.3,1.781334016,4.749565952,16.373702656,1.923129344,0.0
497,backward,73,107.1,1.781334016,4.749565952,16.373702656,1.923129344,0.0
497,optimizer,73,0.0,1.781334016,4.749565952,16.373702656,1.923129344,0.0
498,forward,73,179.3,1.781334016,4.747923456,16.373899264,1.926975488,0.0
498,backward,79,105.8,1.781334016,4.747923456,16.373641216,1.926975488,0.0
498,optimizer,79,0.0,1.781334016,4.747923456,16.373641216,1.926975488,0.0
499,forward,79,209.1,1.781334016,4.749811712,16.373641216,1.930747904,0.0
499,backward,79,107.3,1.781334016,4.749811712,16.373641216,1.930747904,0.0
499,optimizer,79,0.0,1.781334016,4.749811712,16.373641216,1.930747904,0.0
500,forward,79,184.6,1.781334016,4.748910592,16.373641216,1.934483456,0.0
