step,phase,gpu_util,cpu_util,gpu_mem_gb,cpu_mem_gb,ram_gb,io_read_gb,io_write_gb
14,optimizer,69,0.0,1.781334016,4.77906944,16.374546432,0.065368064,0.0
15,forward,69,217.0,1.781334016,4.779728896,16.374546432,0.069246976,0.0
15,backward,69,108.5,1.781334016,4.779728896,16.374546432,0.069246976,0.0
15,optimizer,69,0.0,1.781334016,4.779728896,16.374546432,0.069246976,0.0
16,forward,69,176.0,1.781334016,4.779388928,16.374546432,0.073166848,0.0
16,backward,72,109.6,1.781334016,4.779388928,16.374546432,0.073166848,0.0
16,optimizer,72,0.0,1.781334016,4.779388928,16.374546432,0.073166848,0.0
17,forward,72,210.0,1.781334016,4.778364928,16.37474304,0.077070336,0.0
17,backward,72,80.8,1.781334016,4.778364928,16.375001088,0.077070336,0.0
17,optimizer,72,422.4,1.781334016,4.778364928,16.375001088,0.07708672,0.0
18,forward,72,227.9,1.781334016,4.778196992,16.373968896,0.080961536,0.0
18,backward,72,82.2,1.781334016,4.778196992,16.374194176,0.080961536,0.0
18,optimizer,72,0.0,1.781334016,4.778196992,16.374194176,0.080990208,0.0
19,forward,72,192.0,1.781334016,4.778102784,16.374194176,0.08484864,0.0
19,backward,78,106.0,1.781334016,4.778102784,16.374194176,0.08484864,0.0
19,optimizer,78,0.0,1.781334016,4.778102784,16.374194176,0.084897792,0.0
20,forward,78,170.8,1.781334016,4.778840064,16.37367808,0.088838144,0.0
20,backward,78,108.6,1.781334016,4.778840064,16.37367808,0.088838144,0.0
20,optimizer,78,0.0,1.781334016,4.778840064,16.37367808,0.088838144,0.0
21,forward,78,186.9,1.781334016,4.777877504,16.37367808,0.092680192,0.0
21,backward,78,109.7,1.781334016,4.777877504,16.37367808,0.092680192,0.0
21,optimizer,78,0.0,1.781334016,4.777877504,16.37367808,0.09271296,0.0
22,forward,70,198.8,1.781334016,4.779085824,16.37367808,0.096587776,0.0
22,backward,70,81.5,1.781334016,4.779085824,16.373936128,0.096587776,0.0
22,optimizer,70,467.5,1.781334016,4.779085824,16.373936128,0.096600064,0.0
23,forward,70,185.6,1.781334016,4.777979904,16.373936128,0.100507648,0.0
23,backward,70,109.7,1.781334016,4.777979904,16.373936128,0.100507648,0.0
23,optimizer,70,0.0,1.781334016,4.777979904,16.373936128,0.100507648,0.0
24,forward,70,188.7,1.781334016,4.77878272,16.373936128,0.104402944,0.0
24,backward,70,80.6,1.781334016,4.77878272,16.37367808,0.104402944,0.0
24,optimizer,70,0.0,1.781334016,4.77878272,16.37367808,0.104402944,0.0
25,forward,72,187.4,1.781334016,4.778672128,16.373420032,0.108322816,0.0
25,backward,72,109.5,1.781334016,4.778672128,16.373936128,0.108322816,0.0
25,optimizer,72,0.0,1.781334016,4.778672128,16.373936128,0.108335104,0.0
26,forward,72,182.4,1.781334016,4.77724672,16.373936128,0.112234496,0.0
26,backward,72,106.4,1.781334016,4.77724672,16.373936128,0.112234496,0.0
26,optimizer,72,0.0,1.781334016,4.77724672,16.373936128,0.112234496,0.0
27,forward,72,185.2,1.781334016,4.777119744,16.373936128,0.116125696,0.0
27,backward,72,136.1,1.781334016,4.777119744,16.373936128,0.116125696,0.0
27,optimizer,72,0.0,1.781334016,4.777119744,16.373936128,0.116129792,0.0
28,forward,71,161.1,1.781334016,4.778123264,16.373936128,0.120041472,0.0
28,backward,71,107.6,1.781334016,4.778123264,16.373936128,0.120041472,0.0
28,optimizer,71,0.0,1.781334016,4.778123264,16.373936128,0.120057856,0.0
29,forward,71,211.0,1.781334016,4.77759488,16.373936128,0.123981824,0.0
29,backward,71,80.9,1.781334016,4.77759488,16.373936128,0.123981824,0.0
29,optimizer,71,0.0,1.781334016,4.77759488,16.373936128,0.123981824,0.0
30,forward,71,202.5,1.781334016,4.777484288,16.373936128,0.12791808,0.0
30,backward,74,109.4,1.781334016,4.777484288,16.373936128,0.12791808,0.0
30,optimizer,74,0.0,1.781334016,4.777484288,16.373936128,0.127922176,0.0
31,forward,74,184.4,1.781334016,4.777586688,16.373420032,0.131801088,0.0
31,backward,74,106.0,1.781334016,4.777586688,16.373420032,0.131801088,0.0
31,optimizer,74,0.0,1.781334016,4.777586688,16.373420032,0.131801088,0.0
32,forward,74,210.3,1.781334016,4.777279488,16.37361664,0.135651328,0.0
32,backward,74,107.8,1.781334016,4.777279488,16.373522432,0.135651328,0.0
32,optimizer,74,0.0,1.781334016,4.777279488,16.373522432,0.135651328,0.0
33,forward,74,191.5,1.781334016,4.777930752,16.373522432,0.139534336,0.0
33,backward,76,81.2,1.781334016,4.777930752,16.373522432,0.139534336,0.0
33,optimizer,76,467.7,1.781334016,4.777930752,16.373522432,0.139546624,0.0
34,forward,76,211.3,1.781334016,4.777050112,16.373522432,0.1434624,0.0
34,backward,76,80.3,1.781334016,4.777050112,16.373522432,0.1434624,0.0
34,optimizer,76,467.0,1.781334016,4.777050112,16.373522432,0.143474688,0.0
35,forward,76,145.2,1.781334016,4.777009152,16.373264384,0.147361792,0.0
35,backward,76,109.3,1.781334016,4.777009152,16.373264384,0.147361792,0.0
35,optimizer,76,0.0,1.781334016,4.777009152,16.373264384,0.147382272,0.0
36,forward,70,230.1,1.781334016,4.778115072,16.373264384,0.15128576,0.0
36,backward,70,106.4,1.781334016,4.778115072,16.373264384,0.15128576,0.0
36,optimizer,70,0.0,1.781334016,4.777750528,16.373264384,0.151293952,0.0
37,forward,70,184.1,1.781334016,4.77800448,16.373264384,0.155172864,0.0
37,backward,70,108.4,1.781334016,4.77800448,16.373264384,0.155172864,0.0
37,optimizer,70,0.0,1.781334016,4.77800448,16.373264384,0.155172864,0.0
38,forward,70,234.6,1.781334016,4.776677376,16.373264384,0.159084544,0.0
38,backward,70,82.2,1.781334016,4.776677376,16.373264384,0.159084544,0.0
38,optimizer,70,0.0,1.781334016,4.776677376,16.373264384,0.159084544,0.0
39,forward,71,183.1,1.781334016,4.776767488,16.373264384,0.162926592,0.0
39,backward,71,80.2,1.781334016,4.776767488,16.373264384,0.162926592,0.0
39,optimizer,71,0.0,1.781334016,4.776767488,16.373264384,0.16297984,0.0
40,forward,71,201.8,1.781334016,4.77667328,16.37216256,0.166895616,0.0
40,backward,71,108.4,1.781334016,4.77667328,16.37216256,0.166895616,0.0
40,optimizer,71,0.0,1.781334016,4.77667328,16.37216256,0.166912,0.0
41,forward,71,217.8,1.781334016,4.776845312,16.37216256,0.170799104,0.0
41,backward,71,81.5,1.781334016,4.776845312,16.37216256,0.170799104,0.0
41,optimizer,71,557.0,1.781334016,4.776845312,16.37216256,0.170799104,0.0
42,forward,71,179.5,1.781334016,4.777197568,16.37216256,0.174682112,0.0
42,backward,71,81.0,1.781334016,4.777197568,16.37216256,0.174682112,0.0
42,optimizer,71,548.9,1.781334016,4.777197568,16.37216256,0.174682112,0.0
43,forward,71,179.7,1.781334016,4.777365504,16.37216256,0.178630656,0.0
43,backward,71,108.9,1.781334016,4.777365504,16.371871744,0.178630656,0.0
43,optimizer,71,0.0,1.781334016,4.777365504,16.371871744,0.178630656,0.0
44,forward,71,187.3,1.781334016,4.777066496,16.372129792,0.182501376,0.0
44,backward,77,106.3,1.781334016,4.777066496,16.372129792,0.182501376,0.0
44,optimizer,77,0.0,1.781334016,4.777066496,16.372129792,0.182550528,0.0
45,forward,77,188.4,1.781334016,4.775542784,16.37238784,0.186482688,0.0
45,backward,77,106.9,1.781334016,4.775542784,16.37238784,0.186482688,0.0
45,optimizer,77,0.0,1.781334016,4.775542784,16.37238784,0.186486784,0.0
46,forward,77,196.9,1.781334016,4.775862272,16.37238784,0.190353408,0.0
46,backward,77,109.1,1.781334016,4.775862272,16.372129792,0.190353408,0.0
46,optimizer,77,0.0,1.781334016,4.775862272,16.372129792,0.190377984,0.0
47,forward,70,182.3,1.781334016,4.776513536,16.372129792,0.194289664,0.0
47,backward,70,106.3,1.781334016,4.776513536,16.37238784,0.194289664,0.0
47,optimizer,70,0.0,1.781334016,4.776513536,16.37238784,0.194289664,0.0
48,forward,70,219.2,1.781334016,4.776361984,16.37238784,0.19820544,0.0
48,backward,70,81.3,1.781334016,4.776361984,16.372355072,0.19820544,0.0
48,optimizer,70,0.0,1.781334016,4.776361984,16.372355072,0.19820544,0.0
49,forward,70,212.7,1.781334016,4.776095744,16.372097024,0.20211712,0.0
49,backward,70,81.3,1.781334016,4.776095744,16.372097024,0.20211712,0.0
49,optimizer,70,0.0,1.781334016,4.776095744,16.372097024,0.20211712,0.0
50,forward,71,175.5,1.781334016,4.776697856,16.371838976,0.206020608,0.0
50,backward,71,107.8,1.781334016,4.776697856,16.371838976,0.206020608,0.0
50,optimizer,71,0.0,1.781334016,4.776697856,16.371838976,0.206032896,0.0
51,forward,71,216.8,1.781334016,4.776218624,16.371838976,0.20989952,0.0
51,backward,71,81.9,1.781334016,4.776218624,16.371838976,0.20989952,0.0
51,optimizer,71,558.5,1.781334016,4.776218624,16.371838976,0.20989952,0.0
52,forward,71,212.6,1.781334016,4.776292352,16.372035584,0.213827584,0.0
52,backward,71,79.9,1.781334016,4.776292352,16.372035584,0.213827584,0.0
52,optimizer,71,542.3,1.781334016,4.776292352,16.372035584,0.213827584,0.0
53,forward,71,179.6,1.781334016,4.774690816,16.372035584,0.217686016,0.0
53,backward,71,81.0,1.781334016,4.774690816,16.372035584,0.217686016,0.0
53,optimizer,71,543.1,1.781334016,4.774690816,16.372035584,0.217686016,0.0
54,forward,71,191.6,1.781334016,4.775809024,16.372035584,0.221601792,0.0
54,backward,71,108.4,1.781334016,4.775809024,16.372035584,0.221601792,0.0
54,optimizer,71,0.0,1.781334016,4.775809024,16.372035584,0.221601792,0.0
55,forward,71,172.8,1.781334016,4.774977536,16.372035584,0.225558528,0.0
55,backward,79,80.1,1.781334016,4.774977536,16.372293632,0.225558528,0.0
55,optimizer,79,457.4,1.781334016,4.774977536,16.372293632,0.225570816,0.0
56,forward,79,200.8,1.781334016,4.775600128,16.372809728,0.229470208,0.0
56,backward,79,108.4,1.781334016,4.775600128,16.372809728,0.229470208,0.0
56,optimizer,79,0.0,1.781334016,4.775600128,16.372809728,0.2294784,0.0
57,forward,79,177.6,1.781334016,4.775391232,16.372809728,0.233361408,0.0
57,backward,79,79.9,1.781334016,4.775391232,16.372809728,0.233361408,0.0
57,optimizer,79,506.7,1.781334016,4.775391232,16.372809728,0.233365504,0.0
58,forward,72,200.4,1.781334016,4.774121472,16.372809728,0.237248512,0.0
58,backward,72,107.0,1.781334016,4.774121472,16.372809728,0.237248512,0.0
58,optimizer,72,0.0,1.781334016,4.774121472,16.372809728,0.237248512,0.0
59,forward,72,190.3,1.781334016,4.774641664,16.372809728,0.241152,0.0
59,backward,72,109.4,1.781334016,4.774641664,16.37277696,0.241152,0.0
59,optimizer,72,0.0,1.781334016,4.774641664,16.37277696,0.241160192,0.0
60,forward,72,177.0,1.781334016,4.77417472,16.372744192,0.245010432,0.0
60,backward,72,107.2,1.781334016,4.77417472,16.372486144,0.245010432,0.0
60,optimizer,72,0.0,1.781334016,4.77417472,16.372486144,0.245010432,0.0
61,forward,69,208.1,1.781334016,4.774080512,16.372486144,0.248963072,0.0
61,backward,69,81.1,1.781334016,4.774080512,16.372228096,0.248963072,0.0
61,optimizer,69,463.7,1.781334016,4.774080512,16.372228096,0.24897536,0.0
62,forward,69,166.7,1.781334016,4.775272448,16.372228096,0.25286656,0.0
62,backward,69,80.8,1.781334016,4.775272448,16.372228096,0.25286656,0.0
62,optimizer,69,546.6,1.781334016,4.775272448,16.372228096,0.25286656,0.0
63,forward,69,180.9,1.781334016,4.775456768,16.372228096,0.256761856,0.0
63,backward,69,107.7,1.781334016,4.775456768,16.372228096,0.256761856,0.0
63,optimizer,72,0.0,1.781334016,4.775317504,16.372228096,0.25677824,0.0
64,forward,72,203.2,1.781334016,4.773490688,16.372424704,0.260677632,0.0
64,backward,72,109.4,1.781334016,4.773490688,16.372166656,0.260677632,0.0
64,optimizer,72,0.0,1.781334016,4.773490688,16.372166656,0.26068992,0.0
65,forward,72,184.9,1.781334016,4.773597184,16.372166656,0.26456064,0.0
65,backward,72,80.0,1.781334016,4.773597184,16.372166656,0.26456064,0.0
65,optimizer,72,548.9,1.781334016,4.773597184,16.372166656,0.26456064,0.0
66,forward,72,183.5,1.781334016,4.774989824,16.371908608,0.268496896,0.0
66,backward,76,81.2,1.781334016,4.774989824,16.371908608,0.268496896,0.0
66,optimizer,76,0.0,1.781334016,4.774989824,16.371908608,0.268505088,0.0
67,forward,76,222.5,1.781334016,4.77497344,16.372105216,0.272351232,0.0
67,backward,76,108.3,1.781334016,4.77497344,16.372363264,0.272351232,0.0
67,optimizer,76,0.0,1.781334016,4.77497344,16.372363264,0.272396288,0.0
68,forward,76,205.9,1.781334016,4.774199296,16.372363264,0.276242432,0.0
68,backward,76,80.2,1.781334016,4.774199296,16.372072448,0.276242432,0.0
68,optimizer,76,531.8,1.781334016,4.774199296,16.372072448,0.276242432,0.0
69,forward,76,216.6,1.781334016,4.773941248,16.372072448,0.280076288,0.0
69,backward,73,81.6,1.781334016,4.773941248,16.372072448,0.280076288,0.0
69,optimizer,73,0.0,1.781334016,4.773941248,16.372072448,0.280076288,0.0
70,forward,73,156.9,1.781334016,4.773814272,16.372072448,0.284004352,0.0
70,backward,73,106.1,1.781334016,4.773814272,16.372072448,0.284004352,0.0
70,optimizer,73,0.0,1.781334016,4.773814272,16.372072448,0.284004352,0.0
71,forward,73,199.7,1.781334016,4.774490112,16.372072448,0.287870976,0.0
71,backward,73,80.9,1.781334016,4.774490112,16.372072448,0.287870976,0.0
71,optimizer,73,0.0,1.781334016,4.774490112,16.372072448,0.287870976,0.0
72,forward,70,242.3,1.781334016,4.773552128,16.372072448,0.291770368,0.0
72,backward,70,108.7,1.781334016,4.773552128,16.372072448,0.291770368,0.0
72,optimizer,70,0.0,1.781334016,4.773552128,16.372072448,0.291770368,0.0
73,forward,70,194.2,1.781334016,4.774305792,16.372072448,0.295620608,0.0
73,backward,70,80.5,1.781334016,4.774305792,16.372072448,0.295620608,0.0
73,optimizer,70,546.7,1.781334016,4.774305792,16.372072448,0.295620608,0.0
74,forward,70,191.8,1.781334016,4.774199296,16.37203968,0.299487232,0.0
74,backward,70,80.9,1.781334016,4.774199296,16.37203968,0.299487232,0.0
74,optimizer,70,0.0,1.781334016,4.774199296,16.37203968,0.299487232,0.0
75,forward,71,196.7,1.781334016,4.774125568,16.37203968,0.303345664,0.0
75,backward,71,107.0,1.781334016,4.774125568,16.37203968,0.303345664,0.0
75,optimizer,71,0.0,1.781334016,4.774125568,16.37203968,0.303403008,0.0
76,forward,71,184.2,1.781334016,4.773134336,16.37203968,0.307277824,0.0
76,backward,71,107.9,1.781334016,4.773134336,16.37203968,0.307277824,0.0
76,optimizer,71,0.0,1.781334016,4.773134336,16.37203968,0.307277824,0.0
77,forward,71,221.9,1.781334016,4.772458496,16.372555776,0.311123968,0.0
77,backward,75,109.0,1.781334016,4.772458496,16.372555776,0.311123968,0.0
77,optimizer,75,0.0,1.781334016,4.772458496,16.372555776,0.311123968,0.0
78,forward,75,213.8,1.781334016,4.773163008,16.372555776,0.314953728,0.0
78,backward,75,107.2,1.781334016,4.773163008,16.372494336,0.314953728,0.0
78,optimizer,75,0.0,1.781334016,4.773163008,16.372494336,0.314986496,0.0
79,forward,75,193.2,1.781334016,4.773855232,16.372494336,0.318767104,0.0
79,backward,75,108.7,1.781334016,4.773855232,16.372494336,0.318767104,0.0
79,optimizer,75,0.0,1.781334016,4.773855232,16.372494336,0.318767104,0.0
80,forward,75,184.8,1.781334016,4.773404672,16.372977664,0.322633728,0.0
80,backward,78,105.9,1.781334016,4.773404672,16.372719616,0.322633728,0.0
80,optimizer,78,0.0,1.781334016,4.773404672,16.372719616,0.322633728,0.0
81,forward,78,219.3,1.781334016,4.773441536,16.372719616,0.326459392,0.0
81,backward,78,108.6,1.781334016,4.773441536,16.372719616,0.326459392,0.0
81,optimizer,78,0.0,1.781334016,4.7736832,16.372719616,0.326483968,0.0
82,forward,78,216.5,1.781334016,4.773421056,16.372719616,0.330358784,0.0
82,backward,78,81.0,1.781334016,4.773421056,16.372686848,0.330358784,0.0
82,optimizer,78,0.0,1.781334016,4.773421056,16.372686848,0.330358784,0.0
83,forward,72,175.5,1.781334016,4.77216768,16.372686848,0.334221312,0.0
83,backward,72,106.8,1.781334016,4.77216768,16.372686848,0.334221312,0.0
83,optimizer,72,0.0,1.781334016,4.77216768,16.372686848,0.334221312,0.0
84,forward,72,167.3,1.781334016,4.773863424,16.372686848,0.338100224,0.0
84,backward,72,103.1,1.781334016,4.773863424,16.3724288,0.338100224,0.0
84,optimizer,72,0.0,1.781334016,4.773863424,16.3724288,0.338100224,0.0
85,forward,72,218.3,1.781334016,4.77329408,16.3724288,0.341958656,0.0
85,backward,72,106.5,1.781334016,4.77329408,16.3724288,0.341958656,0.0
85,optimizer,72,0.0,1.781334016,4.77329408,16.3724288,0.342007808,0.0
86,forward,72,184.4,1.781334016,4.77364224,16.3724288,0.345882624,0.0
86,backward,72,81.1,1.781334016,4.77364224,16.372686848,0.345882624,0.0
86,optimizer,72,0.0,1.781334016,4.77364224,16.372686848,0.34588672,0.0
87,forward,72,214.5,1.781334016,4.773322752,16.372686848,0.349720576,0.0
87,backward,72,80.9,1.781334016,4.773322752,16.3724288,0.349720576,0.0
87,optimizer,72,454.0,1.781334016,4.773322752,16.3724288,0.349761536,0.0
88,forward,72,171.1,1.781334016,4.771315712,16.3724288,0.353656832,0.0
88,backward,70,105.8,1.781334016,4.771315712,16.372396032,0.353656832,0.0
88,optimizer,70,0.0,1.781334016,4.771315712,16.372396032,0.353673216,0.0
89,forward,70,203.3,1.781334016,4.773310464,16.372396032,0.357511168,0.0
89,backward,70,108.3,1.781334016,4.773310464,16.372396032,0.357511168,0.0
89,optimizer,70,0.0,1.781334016,4.773310464,16.372396032,0.357511168,0.0
90,forward,70,214.3,1.781334016,4.772872192,16.372396032,0.361365504,0.0
90,backward,70,106.0,1.781334016,4.772872192,16.372396032,0.361365504,0.0
90,optimizer,70,0.0,1.781334016,4.772872192,16.372396032,0.361394176,0.0
91,forward,70,181.4,1.781334016,4.77212672,16.372396032,0.365232128,0.0
91,backward,78,108.5,1.781334016,4.77212672,16.372137984,0.365232128,0.0
91,optimizer,78,0.0,1.781334016,4.77212672,16.372137984,0.365232128,0.0
92,forward,78,197.3,1.781334016,4.772777984,16.372137984,0.369156096,0.0
92,backward,78,107.8,1.781334016,4.772777984,16.372137984,0.369156096,0.0
92,optimizer,78,0.0,1.781334016,4.772777984,16.372137984,0.369156096,0.0
93,forward,78,190.2,1.781334016,4.772933632,16.37265408,0.372985856,0.0
93,backward,78,107.6,1.781334016,4.772933632,16.372850688,0.372985856,0.0
93,optimizer,78,0.0,1.781334016,4.772933632,16.372850688,0.373018624,0.0
94,forward,78,204.9,1.781334016,4.77251584,16.373075968,0.37691392,0.0
94,backward,76,109.0,1.781334016,4.77251584,16.37281792,0.37691392,0.0
94,optimizer,76,0.0,1.781334016,4.77251584,16.37281792,0.37691392,0.0
95,forward,76,163.5,1.781334016,4.772519936,16.37281792,0.380735488,0.0
95,backward,76,133.4,1.781334016,4.772519936,16.372559872,0.380735488,0.0
95,optimizer,76,0.0,1.781334016,4.772519936,16.372559872,0.380760064,0.0
96,forward,76,217.8,1.781334016,4.771602432,16.372559872,0.384589824,0.0
96,backward,76,108.4,1.781334016,4.771602432,16.372498432,0.384589824,0.0
96,optimizer,76,0.0,1.781334016,4.771602432,16.372498432,0.384589824,0.0
97,forward,71,160.5,1.781334016,4.77175808,16.372498432,0.388489216,0.0
97,backward,71,105.7,1.781334016,4.77175808,16.372498432,0.388489216,0.0
97,optimizer,71,0.0,1.781334016,4.77175808,16.372498432,0.388489216,0.0
98,forward,71,197.4,1.781334016,4.771926016,16.372498432,0.392318976,0.0
98,backward,71,108.3,1.781334016,4.771926016,16.372498432,0.392318976,0.0
98,optimizer,71,0.0,1.781334016,4.771926016,16.372498432,0.392318976,0.0
99,forward,71,195.2,1.781334016,4.77227008,16.372498432,0.396169216,0.0
99,backward,71,105.8,1.781334016,4.77227008,16.372498432,0.396169216,0.0
99,optimizer,71,0.0,1.781334016,4.77227008,16.372498432,0.396169216,0.0
100,forward,74,212.2,1.781334016,4.771434496,16.372498432,0.400060416,0.0
100,backward,74,107.8,1.781334016,4.771434496,16.372465664,0.400060416,0.0
100,optimizer,74,0.0,1.781334016,4.771434496,16.372465664,0.400089088,0.0
101,forward,74,162.8,1.781334016,4.771110912,16.372465664,0.403922944,0.0
101,backward,74,107.6,1.781334016,4.771110912,16.372723712,0.403922944,0.0
101,optimizer,74,0.0,1.781334016,4.771110912,16.372723712,0.403922944,0.0
102,forward,74,230.3,1.781334016,4.77138944,16.372723712,0.407814144,0.0
102,backward,74,80.9,1.781334016,4.77138944,16.372723712,0.407814144,0.0
102,optimizer,74,546.9,1.781334016,4.77138944,16.372723712,0.407814144,0.0
103,forward,73,191.5,1.781334016,4.772155392,16.372723712,0.411676672,0.0
103,backward,73,80.5,1.781334016,4.772155392,16.372723712,0.411676672,0.0
103,optimizer,73,0.0,1.781334016,4.772155392,16.372723712,0.41168896,0.0
104,forward,73,184.8,1.781334016,4.771995648,16.372723712,0.415592448,0.0
104,backward,73,107.6,1.781334016,4.771995648,16.372723712,0.415592448,0.0
104,optimizer,73,0.0,1.781334016,4.771995648,16.372723712,0.415592448,0.0
105,forward,73,214.0,1.781334016,4.770807808,16.372723712,0.419418112,0.0
105,backward,75,81.6,1.781334016,4.770807808,16.372723712,0.419418112,0.0
105,optimizer,75,549.1,1.781334016,4.770807808,16.372723712,0.419418112,0.0
106,forward,75,185.8,1.781334016,4.770807808,16.372723712,0.423325696,0.0
106,backward,75,105.3,1.781334016,4.770807808,16.372723712,0.423325696,0.0
106,optimizer,75,0.0,1.781334016,4.770807808,16.372723712,0.423325696,0.0
107,forward,75,193.9,1.781334016,4.771074048,16.372723712,0.427143168,0.0
107,backward,75,108.2,1.781334016,4.771074048,16.372723712,0.427143168,0.0
107,optimizer,75,0.0,1.781334016,4.771074048,16.372723712,0.427143168,0.0
108,forward,75,220.0,1.781334016,4.771528704,16.37298176,0.431026176,0.0
108,backward,78,79.2,1.781334016,4.771643392,16.37298176,0.431026176,0.0
108,optimizer,78,425.5,1.781334016,4.771643392,16.37298176,0.431054848,0.0
109,forward,78,189.0,1.781334016,4.770643968,16.37298176,0.434905088,0.0
109,backward,78,81.3,1.781334016,4.770643968,16.373178368,0.434905088,0.0
109,optimizer,78,0.0,1.781334016,4.770643968,16.373178368,0.434905088,0.0
110,forward,78,250.6,1.781334016,4.771377152,16.373178368,0.438792192,0.0
110,backward,78,80.8,1.781334016,4.771377152,16.373178368,0.438792192,0.0
110,optimizer,78,0.0,1.781334016,4.771377152,16.373178368,0.43880448,0.0
111,forward,78,223.7,1.781334016,4.771094528,16.3731456,0.442630144,0.0
111,backward,72,80.5,1.781334016,4.771094528,16.3731456,0.442630144,0.0
111,optimizer,72,541.4,1.781334016,4.771094528,16.3731456,0.442630144,0.0
112,forward,72,184.3,1.781334016,4.770803712,16.3731456,0.446513152,0.0
112,backward,72,109.0,1.781334016,4.770803712,16.3731456,0.446513152,0.0
112,optimizer,72,0.0,1.781334016,4.770803712,16.3731456,0.446570496,0.0
113,forward,72,165.2,1.781334016,4.770992128,16.3731456,0.45047808,0.0
113,backward,72,108.0,1.781334016,4.770992128,16.373112832,0.45047808,0.0
113,optimizer,72,0.0,1.781334016,4.770992128,16.373112832,0.45047808,0.0
114,forward,69,183.1,1.781334016,4.77095936,16.373112832,0.45432832,0.0
114,backward,69,107.8,1.781334016,4.77095936,16.373112832,0.45432832,0.0
114,optimizer,69,0.0,1.781334016,4.77095936,16.373112832,0.45432832,0.0
115,forward,69,204.1,1.781334016,4.770304,16.373112832,0.458256384,0.0
115,backward,69,81.2,1.781334016,4.770304,16.373112832,0.458256384,0.0
115,optimizer,69,0.0,1.781334016,4.770304,16.373112832,0.458256384,0.0
116,forward,69,207.8,1.781334016,4.769386496,16.373112832,0.46215168,0.0
116,backward,70,133.2,1.781334016,4.769386496,16.373112832,0.46215168,0.0
116,optimizer,70,0.0,1.781334016,4.769386496,16.373112832,0.46215168,0.0
117,forward,70,167.5,1.781334016,4.770717696,16.373112832,0.466006016,0.0
117,backward,70,107.9,1.781334016,4.770717696,16.373112832,0.466006016,0.0
