task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Step #36,2026-02-21T23:33:18,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.04015758540481329,1.640573760766008e-08,4.061358929246679e-07,360.0,0.0,10.0,4.054122138768445e-06,0.0,1.1256780837559018e-07,4.166689947144014e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #37,2026-02-21T23:33:18,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.04321362264454365,1.77742102516248e-08,4.1013449068089195e-07,360.0,0.0,10.0,4.392287507653245e-06,0.0,1.2196384422067112e-07,4.5142513518739436e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #38,2026-02-21T23:33:18,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.04278640728443861,2.6127461435570637e-08,6.090202755164889e-07,360.0,185.0303767941813,10.0,4.303787089884279e-06,2.2125017693497284e-06,1.1950122295982287e-07,6.635790082193849e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #39,2026-02-21T23:33:18,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.0427534868940711,1.7462560712575752e-08,4.0626488282948313e-07,360.0,0.0,10.0,4.315278120338895e-06,0.0,1.1982122798346807e-07,4.435099348322382e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #40,2026-02-21T23:33:18,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.041419885121285915,1.801828492341321e-08,4.330726378865118e-07,360.0,0.0,10.0,4.4526054523885326e-06,0.0,1.2363540008664094e-07,4.576240852475176e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #41,2026-02-21T23:33:18,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.04285496845841408,2.5137302198260322e-08,5.852857253218689e-07,360.0,163.6751375780359,10.0,4.306400101631875e-06,1.958334898688463e-06,1.1957681013478161e-07,6.384311810455126e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #42,2026-02-21T23:33:18,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.044233948923647404,1.7813325123524525e-08,4.017388292776103e-07,360.0,0.0,10.0,4.401954635977758e-06,0.0,1.2223101738426458e-07,4.524185653362041e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #43,2026-02-21T23:33:18,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.052077473141252995,3.183741737876873e-08,6.092273914736851e-07,360.0,106.10060643011798,10.0,6.113980803638692e-06,1.8022236645265366e-06,1.6978654958721646e-07,8.085991017752468e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #44,2026-02-21T23:33:18,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.04336751718074083,2.634630811774893e-08,6.0537517589144e-07,360.0,181.70233049042662,10.0,4.3659730814397425e-06,2.2041684317741783e-06,1.212307251989843e-07,6.691372238412912e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #45,2026-02-21T23:33:18,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.043788302689790726,1.7864428754718848e-08,4.059859690460868e-07,360.0,0.0,10.0,4.414581973105668e-06,0.0,1.225828581179186e-07,4.5371648312235815e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #46,2026-02-21T23:33:18,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.04362773895263672,1.7965389285474665e-08,4.105768288055063e-07,360.0,0.0,10.0,4.439535178244131e-06,0.0,1.2327136678828173e-07,4.562806545032423e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #47,2026-02-21T23:33:19,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.04181782063096762,1.984642786667243e-08,4.724496902274355e-07,360.0,60.34573224913442,10.0,4.216524772345995e-06,7.06945012751703e-07,1.1707843384808932e-07,5.040548218945764e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #48,2026-02-21T23:33:19,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.041071949526667595,1.6706830788828427e-08,4.060307757221302e-07,360.0,0.0,10.0,4.1285273618995905e-06,0.0,1.14633510303167e-07,4.243160872202732e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #49,2026-02-21T23:33:19,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.04194278363138437,1.708722496161495e-08,4.0586001574269586e-07,360.0,0.0,10.0,4.222526866942667e-06,0.0,1.1724560625023298e-07,4.3397724731929015e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #50,2026-02-21T23:33:19,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.041637398302555084,2.4752296292915134e-08,5.925705822457449e-07,360.0,170.00537810185122,10.0,4.190720338374397e-06,1.9794460293098837e-06,1.1636256499009046e-07,6.2865289326743934e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #51,2026-02-21T23:33:19,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.04213573597371578,1.719278236772145e-08,4.0621905458194176e-07,360.0,0.0,10.0,4.248612187802774e-06,0.0,1.179695025914239e-07,4.366581690394208e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #52,2026-02-21T23:33:19,whisper,49ae7762-fada-4b60-ae5c-ac9dd70b6f88,0.04281207825988531,1.7790528443557073e-08,4.142669508069261e-07,360.0,0.0,10.0,4.396321624517427e-06,0.0,1.2207418266269974e-07,4.518395807180122e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
