step,gpu_util,cpu_util,gpu_mem_gb,cpu_mem_gb,ram_gb,io_read_gb,io_write_gb
386,73,0.0,1.781334016,4.751654912,16.373579776,1.501544448,0.0
387,73,0.0,1.781334016,4.7515648,16.373579776,1.505378304,0.0
388,73,0.0,1.781334016,4.750798848,16.37351424,1.50921216,0.0
389,74,0.0,1.781334016,4.75123712,16.373997568,1.513013248,0.0
390,74,0.0,1.781334016,4.751450112,16.373997568,1.516847104,0.0
391,74,0.0,1.781334016,4.751753216,16.373997568,1.52068096,0.0
392,80,0.0,1.781334016,4.750368768,16.37373952,1.524535296,0.0
393,80,3271.3,1.781334016,4.750106624,16.373481472,1.528373248,0.0
394,75,0.0,1.781334016,4.750573568,16.373223424,1.53219072,0.0
395,75,0.0,1.781334016,4.751241216,16.372707328,1.536008192,0.0
396,75,0.0,1.781334016,4.751368192,16.372707328,1.5396864,0.0
397,71,0.0,1.781334016,4.75031552,16.37244928,1.54353664,0.0
398,71,0.0,1.781334016,4.749930496,16.37244928,1.547337728,0.0
399,71,0.0,1.781334016,4.75060224,16.372645888,1.551118336,0.0
400,74,0.0,1.781334016,4.751286272,16.372645888,1.55492352,0.0
401,74,3133.8,1.781334016,4.751179776,16.37261312,1.558642688,0.0
402,74,0.0,1.781334016,4.751138816,16.37261312,1.562374144,0.0
403,74,0.0,1.781334016,4.75078656,16.37261312,1.566195712,0.0
404,74,0.0,1.781334016,4.751519744,16.37261312,1.570062336,0.0
405,76,0.0,1.781334016,4.750077952,16.37261312,1.573830656,0.0
406,76,0.0,1.781334016,4.750856192,16.37261312,1.577644032,0.0
407,76,0.0,1.781334016,4.751253504,16.37261312,1.581432832,0.0
408,68,0.0,1.781334016,4.750327808,16.37261312,1.585201152,0.0
409,68,3322.2,1.781334016,4.74947584,16.372580352,1.589010432,0.0
410,68,0.0,1.781334016,4.750848,16.372580352,1.592803328,0.0
411,73,0.0,1.781334016,4.750393344,16.373096448,1.596612608,0.0
412,73,0.0,1.781334016,4.750041088,16.373096448,1.600270336,0.0
413,73,0.0,1.781334016,4.750774272,16.373096448,1.604194304,0.0
414,77,0.0,1.781334016,4.751732736,16.373096448,1.607880704,0.0
415,77,0.0,1.781334016,4.751740928,16.373096448,1.611649024,0.0
416,75,0.0,1.781334016,4.751581184,16.37277696,1.61548288,0.0
417,75,0.0,1.781334016,4.750503936,16.372711424,1.6192512,0.0
418,75,0.0,1.781334016,4.749594624,16.372969472,1.62308096,0.0
419,63,0.0,1.781334016,4.751085568,16.372969472,1.626939392,0.0
420,63,0.0,1.781334016,4.750577664,16.372969472,1.630580736,0.0
421,63,0.0,1.781334016,4.752150528,16.372969472,1.634373632,0.0
422,76,3355.8,1.781334016,4.751200256,16.372936704,1.638182912,0.0
423,76,0.0,1.781334016,4.750385152,16.373133312,1.642057728,0.0
424,76,0.0,1.781334016,4.750278656,16.372875264,1.645903872,0.0
425,78,0.0,1.781334016,4.751024128,16.372875264,1.649709056,0.0
426,78,0.0,1.781334016,4.75004928,16.372875264,1.65357568,0.0
427,72,0.0,1.781334016,4.749156352,16.373071872,1.657344,0.0
428,72,0.0,1.781334016,4.749754368,16.372813824,1.661218816,0.0
429,72,0.0,1.781334016,4.750471168,16.372813824,1.664999424,0.0
430,72,0.0,1.781334016,4.751335424,16.372555776,1.668849664,0.0
431,72,0.0,1.781334016,4.750733312,16.372813824,1.672695808,0.0
432,72,0.0,1.781334016,4.750442496,16.37326848,1.676419072,0.0
433,71,0.0,1.781334016,4.749778944,16.37326848,1.680244736,0.0
434,71,0.0,1.781334016,4.750778368,16.37326848,1.684074496,0.0
435,75,0.0,1.781334016,4.750966784,16.373235712,1.687949312,0.0
436,75,0.0,1.781334016,4.75092992,16.372977664,1.691664384,0.0
437,75,0.0,1.781334016,4.75027456,16.372719616,1.695502336,0.0
438,61,0.0,1.781334016,4.749545472,16.37269504,1.699328,0.0
439,61,0.0,1.781334016,4.750409728,16.372436992,1.703112704,0.0
440,61,0.0,1.781334016,4.749860864,16.372436992,1.706811392,0.0
441,78,0.0,1.781334016,4.750454784,16.372436992,1.71053056,0.0
442,78,0.0,1.781334016,4.750741504,16.372436992,1.714270208,0.0
443,76,0.0,1.781334016,4.749733888,16.372641792,1.718104064,0.0
444,76,0.0,1.781334016,4.751425536,16.37289984,1.721942016,0.0
445,76,0.0,1.781334016,4.750147584,16.37289984,1.72580864,0.0
446,71,0.0,1.781334016,4.750188544,16.373157888,1.729536,0.0
447,71,0.0,1.781334016,4.750618624,16.373157888,1.733308416,0.0
448,71,0.0,1.781334016,4.750159872,16.3728384,1.737064448,0.0
449,71,0.0,1.781334016,4.750712832,16.3728384,1.740845056,0.0
450,71,0.0,1.781334016,4.749778944,16.372805632,1.744674816,0.0
451,71,0.0,1.781334016,4.75082752,16.373321728,1.74839808,0.0
452,75,0.0,1.781334016,4.749316096,16.373321728,1.752215552,0.0
453,75,0.0,1.781334016,4.75099136,16.37328896,1.756073984,0.0
454,75,3269.7,1.781334016,4.750729216,16.373547008,1.75982592,0.0
455,79,0.0,1.781334016,4.751147008,16.374063104,1.76359424,0.0
456,79,0.0,1.781334016,4.750639104,16.373485568,1.767460864,0.0
457,72,0.0,1.781334016,4.750921728,16.373485568,1.771270144,0.0
458,72,0.0,1.781334016,4.750778368,16.373682176,1.775149056,0.0
459,72,0.0,1.781334016,4.74994688,16.373682176,1.778925568,0.0
460,65,0.0,1.781334016,4.750098432,16.373940224,1.78274304,0.0
461,65,0.0,1.781334016,4.75072512,16.373940224,1.786544128,0.0
462,65,0.0,1.781334016,4.750290944,16.373682176,1.790332928,0.0
463,75,0.0,1.781334016,4.74994688,16.373682176,1.794146304,0.0
464,75,0.0,1.781334016,4.74871808,16.373424128,1.797963776,0.0
465,75,0.0,1.781334016,4.749381632,16.373940224,1.801760768,0.0
466,76,3377.3,1.781334016,4.749897728,16.373940224,1.805565952,0.0
467,76,0.0,1.781334016,4.749697024,16.373940224,1.809383424,0.0
468,74,0.0,1.781334016,4.749422592,16.373907456,1.81317632,0.0
469,74,0.0,1.781334016,4.748611584,16.374104064,1.816907776,0.0
470,74,0.0,1.781334016,4.749553664,16.374300672,1.82075392,0.0
471,71,0.0,1.781334016,4.749705216,16.374300672,1.824559104,0.0
472,71,0.0,1.781334016,4.75031552,16.374300672,1.828343808,0.0
473,71,0.0,1.781334016,4.750311424,16.374300672,1.832050688,0.0
474,71,0.0,1.781334016,4.749819904,16.37449728,1.835839488,0.0
475,71,0.0,1.781334016,4.74884096,16.37449728,1.839583232,0.0
476,71,0.0,1.781334016,4.749152256,16.37449728,1.843351552,0.0
477,78,0.0,1.781334016,4.749463552,16.374239232,1.847164928,0.0
478,78,0.0,1.781334016,4.749500416,16.374239232,1.850916864,0.0
479,73,0.0,1.781334016,4.749668352,16.374239232,1.854713856,0.0
480,73,0.0,1.781334016,4.749406208,16.374239232,1.858596864,0.0
481,73,0.0,1.781334016,4.749934592,16.37449728,1.86247168,0.0
482,71,3155.4,1.781334016,4.750057472,16.374755328,1.866272768,0.0
483,71,0.0,1.781334016,4.749320192,16.374464512,1.870032896,0.0
484,71,0.0,1.781334016,4.749737984,16.374464512,1.873813504,0.0
485,73,0.0,1.781334016,4.749623296,16.374464512,1.877663744,0.0
486,73,0.0,1.781334016,4.749111296,16.37459968,1.881554944,0.0
487,73,0.0,1.781334016,4.74908672,16.37459968,1.885278208,0.0
488,77,0.0,1.781334016,4.749746176,16.374341632,1.889050624,0.0
489,77,0.0,1.781334016,4.749205504,16.37459968,1.892777984,0.0
490,71,0.0,1.781334016,4.749103104,16.374341632,1.896574976,0.0
491,71,0.0,1.781334016,4.749692928,16.374341632,1.900408832,0.0
492,71,0.0,1.781334016,4.748914688,16.374280192,1.904238592,0.0
493,68,0.0,1.781334016,4.747792384,16.374280192,1.908072448,0.0
494,68,0.0,1.781334016,4.749369344,16.374280192,1.911730176,0.0
495,68,0.0,1.781334016,4.749451264,16.374022144,1.91555584,0.0
496,73,0.0,1.781334016,4.749275136,16.374218752,1.919373312,0.0
497,73,0.0,1.781334016,4.749565952,16.373702656,1.923129344,0.0
498,79,0.0,1.781334016,4.747923456,16.373641216,1.926975488,0.0
499,79,0.0,1.781334016,4.749811712,16.373641216,1.930747904,0.0
500,79,0.0,1.781334016,4.748910592,16.373641216,1.934483456,0.0
501,59,0.0,1.781334016,4.748623872,16.373608448,1.938219008,0.0
502,59,0.0,1.781334016,4.74957824,16.373608448,1.941921792,0.0
503,59,0.0,1.781334016,4.749287424,16.37435392,1.945767936,0.0
504,74,0.0,1.781334016,4.747964416,16.374611968,1.949528064,0.0
505,74,0.0,1.781334016,4.74894336,16.374550528,1.953308672,0.0
506,74,0.0,1.781334016,4.748853248,16.374550528,1.957163008,0.0
507,80,0.0,1.781334016,4.748685312,16.374550528,1.960906752,0.0
508,80,0.0,1.781334016,4.74822656,16.374550528,1.964740608,0.0
509,80,3329.8,1.781334016,4.748279808,16.374550528,1.968562176,0.0
510,72,0.0,1.781334016,4.748283904,16.37451776,1.972350976,0.0
511,72,0.0,1.781334016,4.748795904,16.374259712,1.976164352,0.0
512,74,0.0,1.781334016,4.749602816,16.374259712,1.979998208,0.0
513,74,0.0,1.781334016,4.749135872,16.374460416,1.983811584,0.0
514,74,0.0,1.781334016,4.748918784,16.374460416,1.987641344,0.0
515,72,0.0,1.781334016,4.748767232,16.374427648,1.991397376,0.0
516,72,0.0,1.781334016,4.74933248,16.374427648,1.995231232,0.0
517,72,0.0,1.781334016,4.748152832,16.374427648,1.998974976,0.0
518,74,0.0,1.781334016,4.748296192,16.374427648,2.002735104,0.0
519,74,0.0,1.781334016,4.748804096,16.374427648,2.006573056,0.0
520,74,0.0,1.781334016,4.74918912,16.374624256,2.010320896,0.0
521,76,0.0,1.781334016,4.749463552,16.374820864,2.014171136,0.0
522,76,0.0,1.781334016,4.74902528,16.374562816,2.017931264,0.0
523,71,0.0,1.781334016,4.748976128,16.374562816,2.021687296,0.0
524,71,0.0,1.781334016,4.748152832,16.374562816,2.025504768,0.0
525,71,3271.8,1.781334016,4.74812416,16.374562816,2.029338624,0.0
526,73,0.0,1.781334016,4.748652544,16.374562816,2.033156096,0.0
527,73,0.0,1.781334016,4.749303808,16.374530048,2.036989952,0.0
528,73,0.0,1.781334016,4.748668928,16.374530048,2.040741888,0.0
529,73,0.0,1.781334016,4.748754944,16.374530048,2.044588032,0.0
530,73,0.0,1.781334016,4.749160448,16.374530048,2.048344064,0.0
531,72,0.0,1.781334016,4.749283328,16.374726656,2.052194304,0.0
532,72,0.0,1.781334016,4.74923008,16.374726656,2.05596672,0.0
533,72,0.0,1.781334016,4.74918912,16.374726656,2.059751424,0.0
534,60,0.0,1.781334016,4.74884096,16.374726656,2.063499264,0.0
535,60,0.0,1.781334016,4.749017088,16.374726656,2.067316736,0.0
536,60,0.0,1.781334016,4.747825152,16.374726656,2.07112192,0.0
537,79,0.0,1.781334016,4.74886144,16.374726656,2.07497216,0.0
538,79,0.0,1.781334016,4.747943936,16.374726656,2.078748672,0.0
539,69,0.0,1.781334016,4.747964416,16.374726656,2.082545664,0.0
540,69,0.0,1.781334016,4.748775424,16.374919168,2.086281216,0.0
541,69,0.0,1.781334016,4.748890112,16.374919168,2.090098688,0.0
542,64,0.0,1.781334016,4.746903552,16.375115776,2.093891584,0.0
543,64,0.0,1.781334016,4.749221888,16.37482496,2.09770496,0.0
544,64,0.0,1.781334016,4.747636736,16.37482496,2.101477376,0.0
545,79,0.0,1.781334016,4.747993088,16.37482496,2.105278464,0.0
546,79,0.0,1.781334016,4.748722176,16.374472704,2.109075456,0.0
547,68,0.0,1.781334016,4.748505088,16.374472704,2.112811008,0.0
548,68,0.0,1.781334016,4.748730368,16.374472704,2.11662848,0.0
549,68,0.0,1.781334016,4.747743232,16.374472704,2.120306688,0.0
550,72,0.0,1.781334016,4.747886592,16.374472704,2.124107776,0.0
551,72,0.0,1.781334016,4.748886016,16.374472704,2.127884288,0.0
552,72,0.0,1.781334016,4.748312576,16.374472704,2.131714048,0.0
553,74,0.0,1.781334016,4.748857344,16.374472704,2.13553152,0.0
554,74,0.0,1.781334016,4.748673024,16.373956608,2.13915648,0.0
555,74,0.0,1.781334016,4.7492096,16.373956608,2.142941184,0.0
556,80,0.0,1.781334016,4.748517376,16.37392384,2.14667264,0.0
557,80,0.0,1.781334016,4.747997184,16.37392384,2.150436864,0.0
558,80,0.0,1.781334016,4.748521472,16.374120448,2.15416832,0.0
559,71,0.0,1.781334016,4.747976704,16.374120448,2.157953024,0.0
560,71,0.0,1.781334016,4.74937344,16.374059008,2.161676288,0.0
561,71,0.0,1.781334016,4.749500416,16.374059008,2.16547328,0.0
562,71,0.0,1.781334016,4.74894336,16.374059008,2.169204736,0.0
563,71,0.0,1.781334016,4.747624448,16.374059008,2.172936192,0.0
564,72,0.0,1.781334016,4.748038144,16.374059008,2.17679872,0.0
565,72,0.0,1.781334016,4.748955648,16.374317056,2.180591616,0.0
566,72,0.0,1.781334016,4.748648448,16.374317056,2.18437632,0.0
567,78,0.0,1.781334016,4.748238848,16.37425152,2.188050432,0.0
568,78,0.0,1.781334016,4.747853824,16.37425152,2.191736832,0.0
569,78,0.0,1.781334016,4.749262848,16.37425152,2.195570688,0.0
570,73,0.0,1.781334016,4.748374016,16.37425152,2.1993472,0.0
571,73,0.0,1.781334016,4.748877824,16.373993472,2.203181056,0.0
572,73,0.0,1.781334016,4.747870208,16.373993472,2.206846976,0.0
573,73,0.0,1.781334016,4.749111296,16.373415936,2.210709504,0.0
574,73,0.0,1.781334016,4.74832896,16.373612544,2.2145024,0.0
575,73,0.0,1.781334016,4.747870208,16.373321728,2.218266624,0.0
576,73,0.0,1.781334016,4.748259328,16.373579776,2.222006272,0.0
577,73,3280.2,1.781334016,4.749103104,16.374095872,2.225803264,0.0
578,74,0.0,1.781334016,4.74830848,16.374095872,2.229608448,0.0
579,74,0.0,1.781334016,4.748541952,16.374611968,2.233376768,0.0
580,67,0.0,1.781334016,4.748808192,16.37462016,2.237169664,0.0
581,67,0.0,1.781334016,4.74968064,16.375177216,2.240917504,0.0
582,67,0.0,1.781334016,4.748038144,16.375353344,2.244726784,0.0
583,68,0.0,1.781334016,4.749545472,16.375472128,2.24856064,0.0
584,68,0.0,1.781334016,4.751962112,16.377659392,2.252345344,0.0
585,68,0.0,1.781334016,4.755091456,16.380719104,2.256171008,0.0
586,72,0.0,1.781334016,4.759298048,16.384188416,2.259922944,0.0
587,55,0.0,1.781334016,4.762374144,16.38602752,2.26373632,0.0
588,55,0.0,1.781334016,4.765876224,16.386080768,2.26756608,0.0
589,55,0.0,1.781334016,4.769644544,16.386023424,2.271383552,0.0
590,53,0.0,1.781334016,4.77333504,16.386060288,2.275139584,0.0
591,53,3315.2,1.781334016,4.777050112,16.386646016,2.27897344,0.0
592,52,0.0,1.781334016,4.780945408,16.38690816,2.2828032,0.0
593,52,3076.3,1.781334016,4.783652864,16.38705152,2.286604288,0.0
594,52,0.0,1.781334016,4.787376128,16.387309568,2.290470912,0.0
595,75,0.0,1.781334016,4.791517184,16.387309568,2.294317056,0.0
596,75,0.0,1.781334016,4.795252736,16.387309568,2.29818368,0.0
597,57,0.0,1.781334016,4.799410176,16.38705152,2.301984768,0.0
598,57,0.0,1.781334016,4.800290816,16.38705152,2.305818624,0.0
599,57,0.0,1.781334016,4.798816256,16.38705152,2.309656576,0.0
600,72,0.0,1.781334016,4.79981568,16.38705152,2.313506816,0.0
601,72,0.0,1.781334016,4.798738432,16.387018752,2.31733248,0.0
602,73,0.0,1.781334016,4.799393792,16.387018752,2.321166336,0.0
603,73,0.0,1.781334016,4.798267392,16.387018752,2.325028864,0.0
604,73,0.0,1.781334016,4.799709184,16.387272704,2.32886272,0.0
605,73,0.0,1.781334016,4.799889408,16.387272704,2.332663808,0.0
606,73,0.0,1.781334016,4.79850496,16.387469312,2.336464896,0.0
607,73,0.0,1.781334016,4.798353408,16.387211264,2.340327424,0.0
608,74,0.0,1.781334016,4.7996928,16.38772736,2.344194048,0.0
609,74,0.0,1.781334016,4.799234048,16.38772736,2.348027904,0.0
610,74,0.0,1.781334016,4.799614976,16.38772736,2.351796224,0.0
611,77,0.0,1.781334016,4.799172608,16.387694592,2.355662848,0.0
612,77,0.0,1.781334016,4.798984192,16.387694592,2.359525376,0.0
613,70,0.0,1.781334016,4.7981568,16.387694592,2.363293696,0.0
614,70,0.0,1.781334016,4.79789056,16.387661824,2.36716032,0.0
615,70,0.0,1.781334016,4.798242816,16.387919872,2.371006464,0.0
616,68,0.0,1.781334016,4.798672896,16.38817792,2.374807552,0.0
617,68,0.0,1.781334016,4.798476288,16.38817792,2.378674176,0.0
618,68,0.0,1.781334016,4.799012864,16.387919872,2.382475264,0.0
619,78,0.0,1.781334016,4.797386752,16.387858432,2.386341888,0.0
620,78,0.0,1.781334016,4.79711232,16.387858432,2.390134784,0.0
621,78,0.0,1.781334016,4.79852544,16.387858432,2.39405056,0.0
622,73,0.0,1.781334016,4.798943232,16.387600384,2.3979008,0.0
623,73,0.0,1.781334016,4.798210048,16.387858432,2.401701888,0.0
624,74,0.0,1.781334016,4.797919232,16.388374528,2.405535744,0.0
625,74,0.0,1.781334016,4.79698944,16.388632576,2.409394176,0.0
626,74,0.0,1.781334016,4.798017536,16.387796992,2.413195264,0.0
627,74,0.0,1.781334016,4.797997056,16.387796992,2.41702912,0.0
628,74,0.0,1.781334016,4.797841408,16.388313088,2.420862976,0.0
629,74,0.0,1.781334016,4.798087168,16.387796992,2.424713216,0.0
630,72,0.0,1.781334016,4.797554688,16.387796992,2.428514304,0.0
631,72,0.0,1.781334016,4.797943808,16.387796992,2.43234816,0.0
632,72,0.0,1.781334016,4.796882944,16.387796992,2.436214784,0.0
633,80,0.0,1.781334016,4.796731392,16.387796992,2.440036352,0.0
634,80,0.0,1.781334016,4.79731712,16.387796992,2.443870208,0.0
635,80,0.0,1.781334016,4.7968256,16.387796992,2.447704064,0.0
636,71,0.0,1.781334016,4.796526592,16.387796992,2.451505152,0.0
637,71,0.0,1.781334016,4.795355136,16.387796992,2.455363584,0.0
638,67,0.0,1.781334016,4.79715328,16.387280896,2.45919744,0.0
639,67,0.0,1.781334016,4.797218816,16.387248128,2.463043584,0.0
640,67,0.0,1.781334016,4.79735808,16.387248128,2.466922496,0.0
641,76,0.0,1.781334016,4.797353984,16.387248128,2.47072768,0.0
642,76,0.0,1.781334016,4.79688704,16.38699008,2.474586112,0.0
643,76,0.0,1.781334016,4.796809216,16.38699008,2.478419968,0.0
644,73,0.0,1.781334016,4.796059648,16.38699008,2.482249728,0.0
645,73,0.0,1.781334016,4.795813888,16.38699008,2.48612864,0.0
646,68,0.0,1.781334016,4.795645952,16.38699008,2.48997888,0.0
647,68,0.0,1.781334016,4.7960064,16.38699008,2.4937472,0.0
648,68,0.0,1.781334016,4.796645376,16.38699008,2.497605632,0.0
649,72,0.0,1.781334016,4.796305408,16.38699008,2.501476352,0.0
650,72,0.0,1.781334016,4.79619072,16.38699008,2.505326592,0.0
651,72,0.0,1.781334016,4.796002304,16.387186688,2.509111296,0.0
652,77,0.0,1.781334016,4.797124608,16.387186688,2.512928768,0.0
653,77,0.0,1.781334016,4.796157952,16.387444736,2.516729856,0.0
654,77,0.0,1.781334016,4.796358656,16.387444736,2.52059648,0.0
655,73,0.0,1.781334016,4.796071936,16.387444736,2.524397568,0.0
656,73,0.0,1.781334016,4.794843136,16.387444736,2.528264192,0.0
657,73,0.0,1.781334016,4.79541248,16.387444736,2.532098048,0.0
658,73,0.0,1.781334016,4.795486208,16.387444736,2.535952384,0.0
659,73,0.0,1.781334016,4.795682816,16.387444736,2.53978624,0.0
660,74,0.0,1.781334016,4.796407808,16.387444736,2.543587328,0.0
661,74,0.0,1.781334016,4.796035072,16.387411968,2.547437568,0.0
662,74,0.0,1.781334016,4.796014592,16.387411968,2.551304192,0.0
663,78,0.0,1.781334016,4.79588352,16.387411968,2.555088896,0.0
664,78,0.0,1.781334016,4.794310656,16.387670016,2.558922752,0.0
665,78,0.0,1.781334016,4.79602688,16.38715392,2.562740224,0.0
666,76,0.0,1.781334016,4.79598592,16.387411968,2.56657408,0.0
667,76,0.0,1.781334016,4.794048512,16.387411968,2.570440704,0.0
668,70,0.0,1.781334016,4.795244544,16.387411968,2.574258176,0.0
669,70,0.0,1.781334016,4.795072512,16.387411968,2.5781248,0.0
670,70,0.0,1.781334016,4.795092992,16.387411968,2.581958656,0.0
671,68,0.0,1.781334016,4.79510528,16.387411968,2.585792512,0.0
672,68,0.0,1.781334016,4.795031552,16.387411968,2.589609984,0.0
673,68,0.0,1.781334016,4.794527744,16.387121152,2.593427456,0.0
674,80,0.0,1.781334016,4.794064896,16.387121152,2.597228544,0.0
675,80,0.0,1.781334016,4.794298368,16.387121152,2.6010624,0.0
676,80,0.0,1.781334016,4.795133952,16.3873792,2.604929024,0.0
677,75,0.0,1.781334016,4.795113472,16.3873792,2.608734208,0.0
678,75,0.0,1.781334016,4.794638336,16.3873792,2.612580352,0.0
679,71,0.0,1.781334016,4.79449088,16.387637248,2.616414208,0.0
680,71,0.0,1.781334016,4.79449088,16.387637248,2.620248064,0.0
681,71,0.0,1.781334016,4.794499072,16.387637248,2.624049152,0.0
682,71,0.0,1.781334016,4.79500288,16.387637248,2.627936256,0.0
683,71,0.0,1.781334016,4.794564608,16.387637248,2.631770112,0.0
684,71,0.0,1.781334016,4.794810368,16.387637248,2.635587584,0.0
685,79,0.0,1.781334016,4.794404864,16.388153344,2.639392768,0.0
686,79,0.0,1.781334016,4.794380288,16.388411392,2.643226624,0.0
687,79,0.0,1.781334016,4.79408128,16.388411392,2.647109632,0.0
688,75,0.0,1.781334016,4.793085952,16.388411392,2.650955776,0.0
689,75,0.0,1.781334016,4.793913344,16.388411392,2.654773248,0.0
690,70,0.0,1.781334016,4.793352192,16.388411392,2.658635776,0.0
691,70,0.0,1.781334016,4.793823232,16.388153344,2.66248192,0.0
692,70,0.0,1.781334016,4.794171392,16.388153344,2.666299392,0.0
693,71,0.0,1.781334016,4.793593856,16.387637248,2.670149632,0.0
694,71,0.0,1.781334016,4.794052608,16.387637248,2.674016256,0.0
695,71,0.0,1.781334016,4.793307136,16.387637248,2.677784576,0.0
696,78,0.0,1.781334016,4.793995264,16.387637248,2.681683968,0.0
697,78,0.0,1.781334016,4.793495552,16.3873792,2.685485056,0.0
698,72,0.0,1.781334016,4.793274368,16.3873792,2.689253376,0.0
699,72,0.0,1.781334016,4.79315968,16.3873792,2.69312,0.0
700,72,0.0,1.781334016,4.793757696,16.38760448,2.696921088,0.0
701,65,0.0,1.781334016,4.793004032,16.38760448,2.700767232,0.0
702,65,0.0,1.781334016,4.792922112,16.38760448,2.70456832,0.0
703,65,0.0,1.781334016,4.793245696,16.38760448,2.708434944,0.0
704,75,0.0,1.781334016,4.791881728,16.38760448,2.712236032,0.0
705,75,0.0,1.781334016,4.792635392,16.38760448,2.716110848,0.0
706,75,0.0,1.781334016,4.79352832,16.38760448,2.719944704,0.0
707,74,0.0,1.781334016,4.793397248,16.38760448,2.723745792,0.0
708,74,0.0,1.781334016,4.792373248,16.38760448,2.727563264,0.0
709,69,0.0,1.781334016,4.7916032,16.38760448,2.7314176,0.0
710,69,3267.9,1.781334016,4.792676352,16.38760448,2.735284224,0.0
711,69,0.0,1.781334016,4.7930368,16.38760448,2.73911808,0.0
712,71,0.0,1.781334016,4.79291392,16.38760448,2.742951936,0.0
713,71,0.0,1.781334016,4.79330304,16.38760448,2.746753024,0.0
714,71,0.0,1.781334016,4.792287232,16.387571712,2.750619648,0.0
715,78,0.0,1.781334016,4.792537088,16.387571712,2.754453504,0.0
716,78,0.0,1.781334016,4.79258624,16.387571712,2.758299648,0.0
717,78,0.0,1.781334016,4.792229888,16.387571712,2.762182656,0.0
718,74,0.0,1.781334016,4.791926784,16.387571712,2.766012416,0.0
719,74,0.0,1.781334016,4.792332288,16.38782976,2.769780736,0.0
720,69,0.0,1.781334016,4.792119296,16.38782976,2.773630976,0.0
721,69,0.0,1.781334016,4.791341056,16.387571712,2.777481216,0.0
722,69,0.0,1.781334016,4.79225856,16.387571712,2.781310976,0.0
723,73,0.0,1.781334016,4.791443456,16.387055616,2.785165312,0.0
724,73,0.0,1.781334016,4.791218176,16.387055616,2.7889664,0.0
725,79,0.0,1.781334016,4.791312384,16.387055616,2.792804352,0.0
726,79,0.0,1.781334016,4.791549952,16.387055616,2.796621824,0.0
727,72,0.0,1.781334016,4.79156224,16.387055616,2.800508928,0.0
728,72,0.0,1.781334016,4.792389632,16.387055616,2.8043264,0.0
729,72,0.0,1.781334016,4.791963648,16.387313664,2.808168448,0.0
730,69,0.0,1.781334016,4.790566912,16.387313664,2.812002304,0.0
731,69,0.0,1.781334016,4.791742464,16.386797568,2.81583616,0.0
732,69,0.0,1.781334016,4.791455744,16.387313664,2.81960448,0.0
733,73,0.0,1.781334016,4.790554624,16.387313664,2.82345472,0.0
734,73,0.0,1.781334016,4.790398976,16.387313664,2.827333632,0.0
735,78,0.0,1.781334016,4.79145984,16.387571712,2.831208448,0.0
736,78,0.0,1.781334016,4.79062016,16.387571712,2.835009536,0.0
737,78,0.0,1.781334016,4.791103488,16.387571712,2.838810624,0.0
738,68,0.0,1.781334016,4.790603776,16.38776832,2.842660864,0.0
739,68,0.0,1.781334016,4.790734848,16.38776832,2.84649472,0.0
740,68,0.0,1.781334016,4.790247424,16.38776832,2.850357248,0.0
741,74,0.0,1.781334016,4.790530048,16.38776832,2.854158336,0.0
742,74,0.0,1.781334016,4.790345728,16.387506176,2.858020864,0.0
743,74,0.0,1.781334016,4.79100928,16.387506176,2.861838336,0.0
744,74,0.0,1.781334016,4.790501376,16.387506176,2.865672192,0.0
745,74,0.0,1.781334016,4.790484992,16.387506176,2.869551104,0.0
746,73,0.0,1.781334016,4.79041536,16.387506176,2.873380864,0.0
747,73,0.0,1.781334016,4.789067776,16.387506176,2.877251584,0.0
748,73,0.0,1.781334016,4.78988288,16.387506176,2.881101824,0.0
749,73,0.0,1.781334016,4.789796864,16.387506176,2.884902912,0.0
750,73,0.0,1.781334016,4.789219328,16.387506176,2.888736768,0.0
751,73,0.0,1.781334016,4.790489088,16.387506176,2.892582912,0.0
752,72,0.0,1.781334016,4.789030912,16.387506176,2.896482304,0.0
753,72,0.0,1.781334016,4.789436416,16.387702784,2.900299776,0.0
754,72,0.0,1.781334016,4.7900672,16.387702784,2.9041664,0.0
755,77,0.0,1.781334016,4.789850112,16.387444736,2.908033024,0.0
756,77,0.0,1.781334016,4.78976,16.387444736,2.91188736,0.0
757,76,0.0,1.781334016,4.789248,16.387444736,2.915762176,0.0
758,76,0.0,1.781334016,4.790083584,16.387444736,2.919604224,0.0
759,76,0.0,1.781334016,4.788883456,16.387444736,2.923454464,0.0
760,67,0.0,1.781334016,4.789489664,16.387444736,2.927255552,0.0
761,67,0.0,1.781334016,4.789198848,16.387444736,2.931089408,0.0
762,67,0.0,1.781334016,4.789444608,16.387444736,2.934923264,0.0
763,71,0.0,1.781334016,4.789272576,16.387444736,2.938789888,0.0
764,71,0.0,1.781334016,4.789374976,16.387444736,2.942631936,0.0
765,77,0.0,1.781334016,4.788948992,16.387444736,2.94653952,0.0
766,77,0.0,1.781334016,4.788649984,16.387444736,2.950397952,0.0
767,77,0.0,1.781334016,4.789293056,16.387444736,2.954211328,0.0
768,71,0.0,1.781334016,4.78851072,16.387186688,2.958077952,0.0
769,71,0.0,1.781334016,4.788998144,16.387186688,2.961911808,0.0
770,71,0.0,1.781334016,4.78910464,16.387186688,2.965766144,0.0
771,73,0.0,1.781334016,4.788441088,16.387444736,2.969632768,0.0
772,73,0.0,1.781334016,4.78844928,16.38692864,2.973433856,0.0
