0,1
Step #1,2.3514761924743652
Step #2,2.3001160621643066
Step #3,2.2533626556396484
Step #4,2.287102222442627
Step #5,2.2781357765197754
Step #6,2.3065013885498047
Step #7,2.2619166374206543
Step #8,2.2967069149017334
Step #9,2.2827253341674805
Step #10,2.2928075790405273
Step #11,2.354966878890991
Step #12,2.264845848083496
Step #13,2.3176333904266357
Step #14,2.3380959033966064
Step #15,2.2936971187591553
Step #16,2.2581887245178223
Step #17,2.346788167953491
Step #18,2.328998565673828
Step #19,2.243652820587158
Step #20,2.2880241870880127
Step #21,2.2827200889587402
Step #22,2.283811330795288
Step #23,2.3048276901245117
Step #24,2.3562912940979004
Step #25,2.3291029930114746
Step #26,2.3569936752319336
Step #27,2.291459798812866
Step #28,2.2823665142059326
Step #29,2.322007179260254
Step #30,2.263737201690674
Step #31,2.255733013153076
Step #32,2.3625926971435547
Step #33,2.3624322414398193
Step #34,2.3046443462371826
Step #35,2.364577293395996
Step #36,2.3414812088012695
Step #37,2.3069753646850586
Step #38,2.3378424644470215
Step #39,2.312830924987793
Step #40,2.32466721534729
Step #41,2.263552665710449
Step #42,2.263655662536621
Step #43,2.296766757965088
Step #44,2.3199055194854736
Step #45,2.3288302421569824
Step #46,2.323455572128296
Step #47,2.312627077102661
Step #48,2.297451972961426
Step #49,2.3053340911865234
Step #50,2.282949447631836
Step #51,2.323136329650879
Step #52,2.3176071643829346
Step #53,2.3064451217651367
Step #54,2.26712703704834
Step #55,2.327420234680176
Step #56,2.3297653198242188
Step #57,2.2454843521118164
Step #58,2.343832015991211
Step #59,2.306473970413208
Step #60,2.3135805130004883
Step #61,2.2989730834960938
Step #62,2.2329556941986084
Step #63,2.326569080352783
Step #64,2.3694686889648438
Step #65,2.2475438117980957
Step #66,2.3351190090179443
Step #67,2.3403754234313965
Step #68,2.2824249267578125
Step #69,2.322308301925659
Step #70,2.30454421043396
Step #71,2.258833408355713
Step #72,2.33756685256958
Step #73,2.3532681465148926
Step #74,2.2901554107666016
Step #75,2.339940071105957
Step #76,2.3523781299591064
Step #77,2.285046100616455
Step #78,2.3036911487579346
Step #79,2.2982587814331055
Step #80,2.26303768157959
Step #81,2.239539384841919
Step #82,2.3271913528442383
Step #83,2.3193013668060303
Step #84,2.330615520477295
Step #85,2.287169933319092
Step #86,2.3188464641571045
Step #87,2.329763412475586
Step #88,2.272385597229004
Step #89,2.3223867416381836
Step #90,2.323328971862793
Step #91,2.25631046295166
Step #92,2.2688794136047363
Step #93,2.242384910583496
Step #94,2.305245876312256
Step #95,2.3306326866149902
Step #96,2.2670769691467285
Step #97,2.298227071762085
Step #98,2.324599504470825
Step #99,2.325587749481201
Step #100,2.301193952560425
Step #101,2.326154947280884
Step #102,2.3391788005828857
Step #103,2.30241060256958
Step #104,2.3342971801757812
Step #105,2.250296115875244
Step #106,2.2757954597473145
Step #107,2.279384136199951
Step #108,2.2908120155334473
Step #109,2.3266263008117676
Step #110,2.3084235191345215
Step #111,2.3072590827941895
Step #112,2.2540764808654785
Step #113,2.283806800842285
Step #114,2.310457706451416
Step #115,2.2950987815856934
Step #116,2.314781665802002
Step #117,2.3069186210632324
Step #118,2.3160789012908936
Step #119,2.3021225929260254
Step #120,2.2820968627929688
Step #121,2.304563045501709
Step #122,2.324777841567993
Step #123,2.3277668952941895
Step #124,2.3075413703918457
Step #125,2.240565061569214
Step #126,2.339858293533325
Step #127,2.2765321731567383
Step #128,2.3264923095703125
Step #129,2.289917469024658
Step #130,2.3379223346710205
Step #131,2.3591432571411133
Step #132,2.2895848751068115
Step #133,2.3132567405700684
Step #134,2.312588691711426
Step #135,2.3269739151000977
Step #136,2.3151116371154785
Step #137,2.3404011726379395
Step #138,2.3118655681610107
